geoid,year,NAME,B01001_001E,B19013_001E,B25077_001E,B03002_003E,B03002_004E,B02001_004E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,state,county,tract
06075012100,2014,"Census Tract 121, San Francisco County, California",3876.0,47367.0,479200.0,1978.0,110.0,30.0,1004.0,0.0,0.0,207.0,562.0,06,075,012100
06075012201,2014,"Census Tract 122.01, San Francisco County, California",4576.0,38045.0,395600.0,1389.0,338.0,0.0,1613.0,0.0,100.0,151.0,985.0,06,075,012201
06075012202,2014,"Census Tract 122.02, San Francisco County, California",3079.0,29226.0,1000001.0,998.0,563.0,30.0,729.0,0.0,0.0,68.0,721.0,06,075,012202
06075012301,2014,"Census Tract 123.01, San Francisco County, California",1790.0,12371.0,-666666666.0,552.0,252.0,16.0,568.0,0.0,0.0,72.0,330.0,06,075,012301
06075012302,2014,"Census Tract 123.02, San Francisco County, California",2518.0,29362.0,-666666666.0,1023.0,219.0,16.0,1041.0,0.0,0.0,68.0,151.0,06,075,012302
06075012401,2014,"Census Tract 124.01, San Francisco County, California",4613.0,20152.0,-666666666.0,1010.0,302.0,17.0,1191.0,18.0,234.0,87.0,1771.0,06,075,012401
06075012402,2014,"Census Tract 124.02, San Francisco County, California",3393.0,32794.0,373400.0,1389.0,196.0,0.0,1220.0,9.0,189.0,102.0,288.0,06,075,012402
06075012501,2014,"Census Tract 125.01, San Francisco County, California",3547.0,13164.0,287000.0,973.0,431.0,67.0,1603.0,0.0,0.0,130.0,343.0,06,075,012501
06075012502,2014,"Census Tract 125.02, San Francisco County, California",4120.0,12267.0,-666666666.0,543.0,522.0,86.0,1740.0,0.0,39.0,169.0,1021.0,06,075,012502
06075012601,2014,"Census Tract 126.01, San Francisco County, California",2499.0,97629.0,1000001.0,1952.0,0.0,0.0,277.0,0.0,0.0,0.0,270.0,06,075,012601
06075012602,2014,"Census Tract 126.02, San Francisco County, California",3101.0,131302.0,1000001.0,2617.0,0.0,0.0,277.0,0.0,0.0,105.0,102.0,06,075,012602
06075012700,2014,"Census Tract 127, San Francisco County, California",3758.0,121354.0,1000001.0,3108.0,180.0,0.0,281.0,0.0,21.0,88.0,80.0,06,075,012700
06075012800,2014,"Census Tract 128, San Francisco County, California",4908.0,125750.0,1000001.0,3608.0,93.0,1.0,501.0,0.0,18.0,185.0,502.0,06,075,012800
06075012901,2014,"Census Tract 129.01, San Francisco County, California",2588.0,117778.0,1000001.0,1996.0,2.0,11.0,335.0,0.0,0.0,164.0,80.0,06,075,012901
06075012902,2014,"Census Tract 129.02, San Francisco County, California",3444.0,108201.0,1000001.0,2506.0,46.0,0.0,468.0,0.0,45.0,118.0,261.0,06,075,012902
06075013000,2014,"Census Tract 130, San Francisco County, California",4548.0,133537.0,1000001.0,3703.0,0.0,15.0,472.0,0.0,0.0,89.0,269.0,06,075,013000
06075013101,2014,"Census Tract 131.01, San Francisco County, California",3791.0,123671.0,867600.0,2648.0,88.0,0.0,647.0,0.0,15.0,140.0,253.0,06,075,013101
06075013102,2014,"Census Tract 131.02, San Francisco County, California",2692.0,99722.0,1000001.0,2345.0,1.0,0.0,199.0,11.0,0.0,0.0,136.0,06,075,013102
06075013200,2014,"Census Tract 132, San Francisco County, California",4695.0,139663.0,1000001.0,3769.0,88.0,0.0,614.0,0.0,0.0,34.0,190.0,06,075,013200
06075013300,2014,"Census Tract 133, San Francisco County, California",4482.0,135900.0,1000001.0,3186.0,78.0,0.0,582.0,0.0,0.0,264.0,372.0,06,075,013300
06075013400,2014,"Census Tract 134, San Francisco County, California",3968.0,119815.0,1000001.0,3103.0,59.0,26.0,367.0,28.0,0.0,43.0,368.0,06,075,013400
06075013500,2014,"Census Tract 135, San Francisco County, California",2592.0,103618.0,1000001.0,1907.0,43.0,2.0,366.0,4.0,0.0,71.0,199.0,06,075,013500
06075015100,2014,"Census Tract 151, San Francisco County, California",2106.0,81902.0,617400.0,1258.0,0.0,0.0,588.0,0.0,0.0,83.0,177.0,06,075,015100
06075015200,2014,"Census Tract 152, San Francisco County, California",3865.0,67036.0,849300.0,2550.0,129.0,0.0,907.0,0.0,0.0,131.0,148.0,06,075,015200
06075015300,2014,"Census Tract 153, San Francisco County, California",2066.0,88462.0,1000001.0,1335.0,173.0,0.0,290.0,0.0,29.0,41.0,198.0,06,075,015300
06075015400,2014,"Census Tract 154, San Francisco County, California",5927.0,109449.0,935600.0,3555.0,220.0,0.0,1581.0,63.0,0.0,140.0,368.0,06,075,015400
06075015500,2014,"Census Tract 155, San Francisco County, California",3918.0,51870.0,603700.0,1886.0,230.0,0.0,1213.0,0.0,0.0,66.0,523.0,06,075,015500
06075015600,2014,"Census Tract 156, San Francisco County, California",3015.0,79815.0,949400.0,1609.0,73.0,0.0,1005.0,0.0,0.0,188.0,140.0,06,075,015600
06075015700,2014,"Census Tract 157, San Francisco County, California",8373.0,83793.0,841600.0,4226.0,504.0,0.0,2165.0,61.0,25.0,253.0,1139.0,06,075,015700
06075015801,2014,"Census Tract 158.01, San Francisco County, California",3738.0,72568.0,720700.0,1555.0,1045.0,0.0,568.0,0.0,0.0,145.0,425.0,06,075,015801
06075015802,2014,"Census Tract 158.02, San Francisco County, California",2837.0,86176.0,877000.0,1833.0,217.0,22.0,352.0,0.0,0.0,72.0,363.0,06,075,015802
06075015900,2014,"Census Tract 159, San Francisco County, California",4081.0,38231.0,416700.0,1597.0,600.0,3.0,1494.0,0.0,27.0,26.0,334.0,06,075,015900
06075016000,2014,"Census Tract 160, San Francisco County, California",2552.0,59107.0,545600.0,1271.0,109.0,24.0,677.0,0.0,46.0,153.0,272.0,06,075,016000
06075016100,2014,"Census Tract 161, San Francisco County, California",5085.0,19571.0,804200.0,1289.0,1673.0,47.0,1563.0,0.0,48.0,171.0,294.0,06,075,016100
06075016200,2014,"Census Tract 162, San Francisco County, California",2604.0,59659.0,698500.0,1531.0,106.0,0.0,442.0,0.0,31.0,87.0,407.0,06,075,016200
06075016300,2014,"Census Tract 163, San Francisco County, California",4748.0,82019.0,677100.0,2163.0,947.0,38.0,551.0,0.0,11.0,229.0,847.0,06,075,016300
06075016400,2014,"Census Tract 164, San Francisco County, California",4135.0,84353.0,780800.0,2622.0,396.0,19.0,418.0,0.0,7.0,181.0,505.0,06,075,016400
06075016500,2014,"Census Tract 165, San Francisco County, California",5787.0,84500.0,776000.0,3376.0,629.0,50.0,656.0,0.0,1.0,210.0,865.0,06,075,016500
06075016600,2014,"Census Tract 166, San Francisco County, California",5537.0,94722.0,955800.0,3890.0,264.0,18.0,615.0,16.0,42.0,303.0,389.0,06,075,016600
06075016700,2014,"Census Tract 167, San Francisco County, California",4960.0,120741.0,1000001.0,3833.0,137.0,8.0,443.0,0.0,7.0,98.0,434.0,06,075,016700
06075016801,2014,"Census Tract 168.01, San Francisco County, California",3329.0,80179.0,733000.0,1912.0,468.0,32.0,458.0,77.0,55.0,62.0,265.0,06,075,016801
06075016802,2014,"Census Tract 168.02, San Francisco County, California",2957.0,75333.0,703000.0,1709.0,276.0,53.0,532.0,18.0,0.0,100.0,269.0,06,075,016802
06075016900,2014,"Census Tract 169, San Francisco County, California",3021.0,99760.0,893600.0,2119.0,109.0,0.0,289.0,37.0,0.0,89.0,378.0,06,075,016900
06075017000,2014,"Census Tract 170, San Francisco County, California",3857.0,125188.0,1000001.0,2986.0,124.0,0.0,465.0,0.0,46.0,41.0,195.0,06,075,017000
06075017101,2014,"Census Tract 171.01, San Francisco County, California",3557.0,123565.0,1000001.0,2864.0,107.0,22.0,133.0,0.0,0.0,177.0,276.0,06,075,017101
06075017102,2014,"Census Tract 171.02, San Francisco County, California",3862.0,113672.0,1000001.0,2950.0,118.0,0.0,278.0,0.0,0.0,138.0,378.0,06,075,017102
06075017601,2014,"Census Tract 176.01, San Francisco County, California",7220.0,22279.0,543100.0,1931.0,934.0,57.0,3473.0,39.0,67.0,360.0,416.0,06,075,017601
06075017700,2014,"Census Tract 177, San Francisco County, California",1654.0,79358.0,740000.0,719.0,34.0,79.0,132.0,0.0,88.0,59.0,612.0,06,075,017700
06075017801,2014,"Census Tract 178.01, San Francisco County, California",3066.0,16677.0,635400.0,794.0,171.0,0.0,2001.0,0.0,0.0,0.0,100.0,06,075,017801
06075017802,2014,"Census Tract 178.02, San Francisco County, California",4307.0,66475.0,637500.0,1792.0,369.0,0.0,1131.0,18.0,200.0,126.0,671.0,06,075,017802
06075017902,2014,"Census Tract 179.02, San Francisco County, California",3083.0,38077.0,-666666666.0,845.0,719.0,50.0,493.0,32.0,0.0,189.0,796.0,06,075,017902
06075018000,2014,"Census Tract 180, San Francisco County, California",3232.0,125156.0,741700.0,1286.0,514.0,20.0,672.0,29.0,0.0,153.0,568.0,06,075,018000
06075020100,2014,"Census Tract 201, San Francisco County, California",5257.0,38977.0,615200.0,1835.0,215.0,80.0,1003.0,46.0,0.0,185.0,1907.0,06,075,020100
06075020200,2014,"Census Tract 202, San Francisco County, California",5962.0,65326.0,671800.0,3071.0,354.0,0.0,708.0,0.0,156.0,138.0,1535.0,06,075,020200
06075020300,2014,"Census Tract 203, San Francisco County, California",3042.0,102500.0,797700.0,1984.0,51.0,36.0,380.0,0.0,0.0,144.0,447.0,06,075,020300
06075020401,2014,"Census Tract 204.01, San Francisco County, California",3090.0,138021.0,969200.0,2407.0,124.0,35.0,221.0,0.0,0.0,164.0,152.0,06,075,020401
06075020402,2014,"Census Tract 204.02, San Francisco County, California",4128.0,90262.0,805300.0,2908.0,119.0,0.0,591.0,0.0,0.0,153.0,357.0,06,075,020402
06075020500,2014,"Census Tract 205, San Francisco County, California",2646.0,108086.0,1000001.0,2061.0,62.0,13.0,153.0,0.0,14.0,109.0,234.0,06,075,020500
06075020600,2014,"Census Tract 206, San Francisco County, California",4607.0,134596.0,1000001.0,3351.0,87.0,72.0,359.0,46.0,15.0,97.0,580.0,06,075,020600
06075020700,2014,"Census Tract 207, San Francisco County, California",5427.0,118798.0,871600.0,3753.0,29.0,26.0,627.0,0.0,0.0,285.0,728.0,06,075,020700
06075020800,2014,"Census Tract 208, San Francisco County, California",6182.0,62692.0,771000.0,1883.0,131.0,92.0,810.0,0.0,0.0,161.0,3142.0,06,075,020800
06075020900,2014,"Census Tract 209, San Francisco County, California",4723.0,50588.0,689200.0,1599.0,25.0,122.0,639.0,0.0,10.0,109.0,2341.0,06,075,020900
06075021000,2014,"Census Tract 210, San Francisco County, California",4556.0,100988.0,934800.0,3131.0,26.0,26.0,578.0,0.0,0.0,201.0,594.0,06,075,021000
06075021100,2014,"Census Tract 211, San Francisco County, California",3993.0,117232.0,1000001.0,2717.0,51.0,17.0,480.0,0.0,0.0,161.0,567.0,06,075,021100
06075021200,2014,"Census Tract 212, San Francisco County, California",2842.0,129063.0,1000001.0,2158.0,33.0,0.0,277.0,0.0,0.0,123.0,251.0,06,075,021200
06075021300,2014,"Census Tract 213, San Francisco County, California",2626.0,145000.0,1000001.0,1964.0,0.0,0.0,299.0,0.0,0.0,136.0,227.0,06,075,021300
06075021400,2014,"Census Tract 214, San Francisco County, California",3459.0,127404.0,1000001.0,2402.0,0.0,13.0,471.0,0.0,11.0,123.0,452.0,06,075,021400
06075021500,2014,"Census Tract 215, San Francisco County, California",5129.0,106970.0,954200.0,3244.0,196.0,0.0,511.0,15.0,18.0,77.0,1068.0,06,075,021500
06075021600,2014,"Census Tract 216, San Francisco County, California",4335.0,118039.0,867100.0,2364.0,289.0,74.0,846.0,11.0,32.0,159.0,634.0,06,075,021600
06075021700,2014,"Census Tract 217, San Francisco County, California",4079.0,99226.0,898400.0,2441.0,457.0,10.0,701.0,0.0,0.0,137.0,333.0,06,075,021700
06075021800,2014,"Census Tract 218, San Francisco County, California",4238.0,124938.0,944400.0,3125.0,75.0,17.0,322.0,0.0,8.0,228.0,480.0,06,075,021800
06075022600,2014,"Census Tract 226, San Francisco County, California",1866.0,175313.0,730600.0,1046.0,140.0,0.0,484.0,0.0,0.0,42.0,154.0,06,075,022600
06075022702,2014,"Census Tract 227.02, San Francisco County, California",2297.0,156719.0,883900.0,1565.0,56.0,0.0,291.0,0.0,0.0,188.0,197.0,06,075,022702
06075022704,2014,"Census Tract 227.04, San Francisco County, California",3314.0,139926.0,914800.0,2293.0,32.0,11.0,560.0,0.0,56.0,131.0,242.0,06,075,022704
06075022801,2014,"Census Tract 228.01, San Francisco County, California",4988.0,90227.0,680800.0,2248.0,197.0,0.0,727.0,18.0,47.0,125.0,1626.0,06,075,022801
06075022802,2014,"Census Tract 228.02, San Francisco County, California",2220.0,58550.0,863100.0,747.0,85.0,9.0,391.0,0.0,16.0,69.0,912.0,06,075,022802
06075022803,2014,"Census Tract 228.03, San Francisco County, California",4930.0,84769.0,750000.0,1457.0,57.0,27.0,396.0,0.0,10.0,74.0,2936.0,06,075,022803
06075022901,2014,"Census Tract 229.01, San Francisco County, California",5024.0,61264.0,789300.0,1246.0,161.0,35.0,427.0,0.0,13.0,81.0,3096.0,06,075,022901
06075022902,2014,"Census Tract 229.02, San Francisco County, California",2460.0,93750.0,740200.0,800.0,217.0,0.0,186.0,20.0,0.0,76.0,1161.0,06,075,022902
06075022903,2014,"Census Tract 229.03, San Francisco County, California",3097.0,72778.0,674700.0,988.0,68.0,4.0,423.0,0.0,0.0,146.0,1468.0,06,075,022903
06075023001,2014,"Census Tract 230.01, San Francisco County, California",4835.0,54667.0,520000.0,259.0,707.0,0.0,3174.0,0.0,0.0,92.0,603.0,06,075,023001
06075023003,2014,"Census Tract 230.03, San Francisco County, California",4369.0,85043.0,503400.0,404.0,1461.0,11.0,1835.0,0.0,6.0,82.0,570.0,06,075,023003
06075023102,2014,"Census Tract 231.02, San Francisco County, California",4870.0,35390.0,396900.0,275.0,3153.0,0.0,627.0,272.0,0.0,123.0,420.0,06,075,023102
06075023103,2014,"Census Tract 231.03, San Francisco County, California",2934.0,17895.0,384000.0,216.0,1485.0,0.0,91.0,314.0,0.0,199.0,629.0,06,075,023103
06075023200,2014,"Census Tract 232, San Francisco County, California",4319.0,42344.0,479000.0,247.0,1960.0,161.0,713.0,28.0,0.0,162.0,1209.0,06,075,023200
06075023300,2014,"Census Tract 233, San Francisco County, California",3367.0,70450.0,485200.0,254.0,326.0,0.0,2257.0,0.0,0.0,57.0,473.0,06,075,023300
06075023400,2014,"Census Tract 234, San Francisco County, California",3699.0,52841.0,510400.0,134.0,811.0,43.0,836.0,75.0,31.0,33.0,1736.0,06,075,023400
06075025100,2014,"Census Tract 251, San Francisco County, California",3402.0,96023.0,781100.0,1770.0,217.0,6.0,596.0,0.0,0.0,110.0,709.0,06,075,025100
06075025200,2014,"Census Tract 252, San Francisco County, California",5957.0,94271.0,871700.0,2924.0,226.0,3.0,600.0,0.0,0.0,360.0,1844.0,06,075,025200
06075025300,2014,"Census Tract 253, San Francisco County, California",4718.0,106429.0,789000.0,2397.0,172.0,12.0,497.0,0.0,92.0,131.0,1429.0,06,075,025300
06075025401,2014,"Census Tract 254.01, San Francisco County, California",3351.0,95481.0,791200.0,1402.0,163.0,9.0,315.0,23.0,59.0,106.0,1281.0,06,075,025401
06075025402,2014,"Census Tract 254.02, San Francisco County, California",3287.0,102065.0,794400.0,1231.0,21.0,0.0,756.0,81.0,13.0,201.0,984.0,06,075,025402
06075025403,2014,"Census Tract 254.03, San Francisco County, California",5125.0,73194.0,687700.0,1063.0,458.0,35.0,1161.0,0.0,56.0,178.0,2209.0,06,075,025403
06075025500,2014,"Census Tract 255, San Francisco County, California",8696.0,88269.0,660100.0,1682.0,31.0,124.0,3233.0,0.0,27.0,41.0,3558.0,06,075,025500
06075025600,2014,"Census Tract 256, San Francisco County, California",5578.0,70582.0,580100.0,984.0,118.0,14.0,3131.0,0.0,207.0,120.0,1004.0,06,075,025600
06075025701,2014,"Census Tract 257.01, San Francisco County, California",5116.0,80592.0,594000.0,1076.0,291.0,31.0,2967.0,6.0,0.0,54.0,691.0,06,075,025701
06075025702,2014,"Census Tract 257.02, San Francisco County, California",4831.0,60805.0,577000.0,455.0,157.0,8.0,2832.0,0.0,0.0,2.0,1377.0,06,075,025702
06075025800,2014,"Census Tract 258, San Francisco County, California",1994.0,51983.0,603500.0,216.0,99.0,0.0,996.0,0.0,0.0,51.0,632.0,06,075,025800
06075025900,2014,"Census Tract 259, San Francisco County, California",3996.0,87188.0,646100.0,828.0,357.0,9.0,1965.0,0.0,36.0,52.0,758.0,06,075,025900
06075026001,2014,"Census Tract 260.01, San Francisco County, California",5448.0,63817.0,564800.0,559.0,110.0,17.0,2005.0,71.0,66.0,182.0,2438.0,06,075,026001
06075026002,2014,"Census Tract 260.02, San Francisco County, California",3549.0,68583.0,605300.0,901.0,145.0,10.0,1324.0,0.0,6.0,37.0,1126.0,06,075,026002
06075026003,2014,"Census Tract 260.03, San Francisco County, California",5097.0,56016.0,553300.0,480.0,35.0,45.0,2393.0,1.0,31.0,90.0,2067.0,06,075,026003
06075026004,2014,"Census Tract 260.04, San Francisco County, California",4658.0,61032.0,605900.0,417.0,63.0,0.0,2350.0,0.0,0.0,47.0,1781.0,06,075,026004
06075026100,2014,"Census Tract 261, San Francisco County, California",7047.0,60469.0,607400.0,764.0,54.0,31.0,4041.0,30.0,0.0,226.0,1932.0,06,075,026100
06075026200,2014,"Census Tract 262, San Francisco County, California",7867.0,77194.0,604800.0,909.0,91.0,56.0,4895.0,0.0,20.0,97.0,1799.0,06,075,026200
06075026301,2014,"Census Tract 263.01, San Francisco County, California",4672.0,54430.0,591300.0,667.0,48.0,35.0,2353.0,19.0,0.0,119.0,1431.0,06,075,026301
06075026302,2014,"Census Tract 263.02, San Francisco County, California",5295.0,68281.0,553400.0,865.0,118.0,0.0,2699.0,171.0,0.0,100.0,1342.0,06,075,026302
06075026303,2014,"Census Tract 263.03, San Francisco County, California",5365.0,78264.0,585500.0,621.0,113.0,7.0,2844.0,0.0,0.0,76.0,1704.0,06,075,026303
06075026401,2014,"Census Tract 264.01, San Francisco County, California",3802.0,45451.0,478000.0,152.0,492.0,0.0,2508.0,0.0,0.0,80.0,570.0,06,075,026401
06075026402,2014,"Census Tract 264.02, San Francisco County, California",4155.0,75603.0,541600.0,374.0,516.0,0.0,2555.0,0.0,0.0,120.0,590.0,06,075,026402
06075026403,2014,"Census Tract 264.03, San Francisco County, California",3833.0,43839.0,506300.0,157.0,169.0,6.0,2794.0,0.0,9.0,152.0,546.0,06,075,026403
06075026404,2014,"Census Tract 264.04, San Francisco County, California",2476.0,52614.0,424300.0,46.0,462.0,3.0,1358.0,0.0,0.0,84.0,523.0,06,075,026404
06075030101,2014,"Census Tract 301.01, San Francisco County, California",4728.0,73389.0,857600.0,2913.0,100.0,0.0,1001.0,0.0,142.0,177.0,395.0,06,075,030101
06075030102,2014,"Census Tract 301.02, San Francisco County, California",5229.0,115507.0,945300.0,3251.0,99.0,86.0,1022.0,18.0,113.0,176.0,483.0,06,075,030102
06075030201,2014,"Census Tract 302.01, San Francisco County, California",4184.0,86875.0,880300.0,2470.0,8.0,0.0,1362.0,32.0,10.0,167.0,135.0,06,075,030201
06075030202,2014,"Census Tract 302.02, San Francisco County, California",4296.0,92305.0,909900.0,2087.0,84.0,0.0,1086.0,0.0,0.0,447.0,592.0,06,075,030202
06075030301,2014,"Census Tract 303.01, San Francisco County, California",5648.0,101417.0,941100.0,2743.0,47.0,0.0,2204.0,0.0,38.0,130.0,486.0,06,075,030301
06075030302,2014,"Census Tract 303.02, San Francisco County, California",3936.0,125347.0,890300.0,1645.0,28.0,0.0,1864.0,0.0,0.0,159.0,240.0,06,075,030302
06075030400,2014,"Census Tract 304, San Francisco County, California",5411.0,147976.0,1000001.0,2496.0,111.0,7.0,2267.0,0.0,119.0,247.0,164.0,06,075,030400
06075030500,2014,"Census Tract 305, San Francisco County, California",2825.0,110714.0,829400.0,1494.0,216.0,26.0,594.0,2.0,0.0,194.0,307.0,06,075,030500
06075030600,2014,"Census Tract 306, San Francisco County, California",2353.0,145000.0,923400.0,1438.0,14.0,0.0,574.0,0.0,24.0,67.0,236.0,06,075,030600
06075030700,2014,"Census Tract 307, San Francisco County, California",6905.0,122121.0,856200.0,3573.0,21.0,18.0,1779.0,0.0,56.0,548.0,928.0,06,075,030700
06075030800,2014,"Census Tract 308, San Francisco County, California",5646.0,131377.0,1000001.0,2905.0,100.0,0.0,1705.0,29.0,32.0,249.0,626.0,06,075,030800
06075030900,2014,"Census Tract 309, San Francisco County, California",6619.0,145476.0,1000001.0,3071.0,179.0,0.0,2611.0,45.0,0.0,203.0,510.0,06,075,030900
06075031000,2014,"Census Tract 310, San Francisco County, California",3744.0,110313.0,860000.0,1581.0,154.0,4.0,1185.0,0.0,97.0,106.0,617.0,06,075,031000
06075031100,2014,"Census Tract 311, San Francisco County, California",6602.0,104732.0,726400.0,3028.0,468.0,0.0,2000.0,0.0,0.0,269.0,837.0,06,075,031100
06075031201,2014,"Census Tract 312.01, San Francisco County, California",7169.0,73779.0,625600.0,1099.0,375.0,33.0,4351.0,0.0,55.0,263.0,993.0,06,075,031201
06075031202,2014,"Census Tract 312.02, San Francisco County, California",2982.0,71628.0,618100.0,369.0,525.0,13.0,1503.0,31.0,0.0,110.0,431.0,06,075,031202
06075031301,2014,"Census Tract 313.01, San Francisco County, California",4363.0,95352.0,635400.0,788.0,934.0,129.0,1941.0,0.0,0.0,226.0,404.0,06,075,031301
06075031302,2014,"Census Tract 313.02, San Francisco County, California",6301.0,65804.0,536600.0,818.0,868.0,0.0,3033.0,0.0,191.0,321.0,1070.0,06,075,031302
06075031400,2014,"Census Tract 314, San Francisco County, California",6578.0,58644.0,552100.0,673.0,1016.0,10.0,3105.0,0.0,39.0,146.0,1596.0,06,075,031400
06075032601,2014,"Census Tract 326.01, San Francisco County, California",4766.0,90187.0,823600.0,1613.0,35.0,0.0,2498.0,0.0,12.0,429.0,179.0,06,075,032601
06075032602,2014,"Census Tract 326.02, San Francisco County, California",4540.0,68607.0,753600.0,1681.0,12.0,5.0,2339.0,0.0,28.0,256.0,219.0,06,075,032602
06075032700,2014,"Census Tract 327, San Francisco County, California",7130.0,88297.0,822300.0,2451.0,1.0,0.0,4094.0,0.0,0.0,264.0,320.0,06,075,032700
06075032801,2014,"Census Tract 328.01, San Francisco County, California",4111.0,80766.0,714000.0,1137.0,22.0,6.0,2660.0,0.0,6.0,53.0,227.0,06,075,032801
06075032802,2014,"Census Tract 328.02, San Francisco County, California",3986.0,74634.0,723500.0,785.0,70.0,0.0,2771.0,13.0,0.0,207.0,140.0,06,075,032802
06075032901,2014,"Census Tract 329.01, San Francisco County, California",5582.0,74769.0,721500.0,1218.0,47.0,0.0,3297.0,7.0,4.0,288.0,721.0,06,075,032901
06075032902,2014,"Census Tract 329.02, San Francisco County, California",3995.0,89063.0,680300.0,1128.0,47.0,16.0,2437.0,0.0,0.0,169.0,214.0,06,075,032902
06075033000,2014,"Census Tract 330, San Francisco County, California",8770.0,82694.0,827900.0,3118.0,65.0,48.0,4537.0,0.0,29.0,161.0,828.0,06,075,033000
06075033100,2014,"Census Tract 331, San Francisco County, California",4677.0,112226.0,928200.0,1544.0,1.0,0.0,2872.0,0.0,0.0,17.0,243.0,06,075,033100
06075033201,2014,"Census Tract 332.01, San Francisco County, California",3702.0,24338.0,-666666666.0,1695.0,277.0,14.0,619.0,0.0,0.0,283.0,828.0,06,075,033201
06075033203,2014,"Census Tract 332.03, San Francisco County, California",3931.0,63143.0,-666666666.0,1654.0,273.0,0.0,1311.0,0.0,114.0,183.0,396.0,06,075,033203
06075033204,2014,"Census Tract 332.04, San Francisco County, California",3736.0,35724.0,-666666666.0,1252.0,303.0,0.0,1282.0,0.0,0.0,246.0,653.0,06,075,033204
06075035100,2014,"Census Tract 351, San Francisco County, California",8031.0,91712.0,726700.0,2614.0,84.0,0.0,4478.0,2.0,0.0,356.0,497.0,06,075,035100
06075035201,2014,"Census Tract 352.01, San Francisco County, California",5439.0,76059.0,663800.0,1778.0,1.0,0.0,2888.0,171.0,0.0,212.0,389.0,06,075,035201
06075035202,2014,"Census Tract 352.02, San Francisco County, California",4551.0,72047.0,697800.0,1927.0,19.0,0.0,1857.0,15.0,57.0,198.0,478.0,06,075,035202
06075035300,2014,"Census Tract 353, San Francisco County, California",7885.0,75799.0,669400.0,1929.0,94.0,0.0,5276.0,9.0,0.0,130.0,447.0,06,075,035300
06075035400,2014,"Census Tract 354, San Francisco County, California",6330.0,83105.0,691300.0,2276.0,88.0,0.0,3314.0,0.0,0.0,156.0,496.0,06,075,035400
