geoid,year,NAME,B01001_001E,B19013_001E,B25077_001E,B03002_003E,B03002_004E,B02001_004E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,state,county,tract
06075047701,2016,"Census Tract 477.01, San Francisco County, California",4322,72981.0,936500.0,1658.0,10.0,0.0,2159.0,56.0,11.0,216.0,212.0,06,075,047701
06075047702,2016,"Census Tract 477.02, San Francisco County, California",4218,85769.0,958300.0,1645.0,76.0,0.0,2150.0,0.0,26.0,119.0,202.0,06,075,047702
06075047801,2016,"Census Tract 478.01, San Francisco County, California",4023,92881.0,957600.0,1179.0,55.0,10.0,2213.0,0.0,11.0,298.0,257.0,06,075,047801
06075047802,2016,"Census Tract 478.02, San Francisco County, California",3937,75091.0,925700.0,1251.0,0.0,28.0,2121.0,10.0,28.0,142.0,385.0,06,075,047802
06075047901,2016,"Census Tract 479.01, San Francisco County, California",6860,67407.0,875800.0,2871.0,184.0,0.0,2947.0,0.0,0.0,305.0,553.0,06,075,047901
06075047902,2016,"Census Tract 479.02, San Francisco County, California",3701,74500.0,957600.0,1664.0,39.0,0.0,1414.0,0.0,0.0,399.0,185.0,06,075,047902
06075060100,2016,"Census Tract 601, San Francisco County, California",3828,175259.0,2000001.0,3126.0,10.0,0.0,223.0,0.0,0.0,127.0,342.0,06,075,060100
06075060400,2016,"Census Tract 604, San Francisco County, California",1662,44200.0,686600.0,943.0,63.0,0.0,369.0,0.0,29.0,104.0,154.0,06,075,060400
06075060502,2016,"Census Tract 605.02, San Francisco County, California",3430,25434.0,632100.0,87.0,671.0,44.0,1184.0,109.0,0.0,77.0,1302.0,06,075,060502
06075060700,2016,"Census Tract 607, San Francisco County, California",10529,114597.0,773000.0,4057.0,728.0,71.0,4176.0,0.0,0.0,354.0,1214.0,06,075,060700
06075061000,2016,"Census Tract 610, San Francisco County, California",4730,101667.0,623600.0,675.0,684.0,12.0,2413.0,0.0,20.0,275.0,651.0,06,075,061000
06075061100,2016,"Census Tract 611, San Francisco County, California",4686,17218.0,-666666666.0,166.0,27.0,18.0,4271.0,0.0,0.0,24.0,180.0,06,075,061100
06075061200,2016,"Census Tract 612, San Francisco County, California",4249,51818.0,474300.0,505.0,790.0,78.0,1141.0,8.0,0.0,102.0,1693.0,06,075,061200
06075061400,2016,"Census Tract 614, San Francisco County, California",6035,137469.0,856600.0,2702.0,566.0,15.0,917.0,65.0,14.0,516.0,1240.0,06,075,061400
06075061500,2016,"Census Tract 615, San Francisco County, California",13057,162690.0,724600.0,6686.0,162.0,33.0,4700.0,4.0,0.0,332.0,1140.0,06,075,061500
06075980200,2016,"Census Tract 9802, San Francisco County, California",320,150000.0,843800.0,179.0,32.0,0.0,87.0,0.0,0.0,6.0,16.0,06,075,980200
06075010100,2016,"Census Tract 101, San Francisco County, California",4000,59519.0,818800.0,1851.0,151.0,0.0,1416.0,0.0,7.0,115.0,460.0,06,075,010100
06075010200,2016,"Census Tract 102, San Francisco County, California",4300,110536.0,1106400.0,3472.0,0.0,0.0,479.0,0.0,0.0,182.0,167.0,06,075,010200
06075010300,2016,"Census Tract 103, San Francisco County, California",4341,99120.0,1238500.0,2323.0,0.0,0.0,1363.0,0.0,0.0,97.0,558.0,06,075,010300
06075010400,2016,"Census Tract 104, San Francisco County, California",5028,102986.0,1094600.0,2831.0,0.0,5.0,1398.0,0.0,0.0,276.0,518.0,06,075,010400
06075010500,2016,"Census Tract 105, San Francisco County, California",2684,119750.0,1073500.0,1370.0,145.0,0.0,732.0,25.0,35.0,228.0,149.0,06,075,010500
06075010600,2016,"Census Tract 106, San Francisco County, California",3567,36949.0,888200.0,1197.0,50.0,0.0,2134.0,0.0,0.0,39.0,147.0,06,075,010600
06075010700,2016,"Census Tract 107, San Francisco County, California",5509,22425.0,1666700.0,1020.0,0.0,21.0,4141.0,0.0,18.0,0.0,309.0,06,075,010700
06075010800,2016,"Census Tract 108, San Francisco County, California",4514,94875.0,1484400.0,1949.0,0.0,0.0,1989.0,0.0,0.0,149.0,427.0,06,075,010800
06075010900,2016,"Census Tract 109, San Francisco County, California",4447,117181.0,971500.0,3174.0,75.0,0.0,1050.0,0.0,15.0,45.0,88.0,06,075,010900
06075011000,2016,"Census Tract 110, San Francisco County, California",4742,115100.0,842000.0,2310.0,73.0,0.0,1924.0,0.0,0.0,137.0,298.0,06,075,011000
06075011100,2016,"Census Tract 111, San Francisco County, California",5081,84442.0,897200.0,2947.0,235.0,0.0,1385.0,0.0,23.0,131.0,360.0,06,075,011100
06075011200,2016,"Census Tract 112, San Francisco County, California",3335,100139.0,1296100.0,1889.0,110.0,5.0,1070.0,1.0,0.0,133.0,132.0,06,075,011200
06075011300,2016,"Census Tract 113, San Francisco County, California",3061,24426.0,966300.0,641.0,66.0,15.0,2219.0,0.0,0.0,98.0,37.0,06,075,011300
06075011700,2016,"Census Tract 117, San Francisco County, California",1716,50223.0,1109400.0,573.0,73.0,0.0,710.0,0.0,35.0,31.0,294.0,06,075,011700
06075011800,2016,"Census Tract 118, San Francisco County, California",1562,20800.0,-666666666.0,167.0,1.0,8.0,1280.0,0.0,0.0,17.0,95.0,06,075,011800
06075011901,2016,"Census Tract 119.01, San Francisco County, California",2570,72364.0,639800.0,1417.0,33.0,27.0,750.0,0.0,23.0,91.0,256.0,06,075,011901
06075011902,2016,"Census Tract 119.02, San Francisco County, California",2839,74077.0,463600.0,1345.0,51.0,0.0,937.0,0.0,0.0,87.0,419.0,06,075,011902
06075012000,2016,"Census Tract 120, San Francisco County, California",3962,37219.0,-666666666.0,1720.0,216.0,0.0,1332.0,0.0,10.0,283.0,401.0,06,075,012000
06075012100,2016,"Census Tract 121, San Francisco County, California",3908,53595.0,541700.0,1699.0,111.0,27.0,1098.0,0.0,4.0,181.0,800.0,06,075,012100
06075012201,2016,"Census Tract 122.01, San Francisco County, California",4728,43698.0,484300.0,1602.0,474.0,0.0,1065.0,0.0,102.0,175.0,1310.0,06,075,012201
06075012202,2016,"Census Tract 122.02, San Francisco County, California",3271,31202.0,911200.0,1144.0,355.0,42.0,720.0,12.0,0.0,127.0,900.0,06,075,012202
06075012301,2016,"Census Tract 123.01, San Francisco County, California",2189,15272.0,-666666666.0,586.0,173.0,36.0,597.0,0.0,0.0,74.0,723.0,06,075,012301
06075012302,2016,"Census Tract 123.02, San Francisco County, California",2529,39081.0,-666666666.0,1058.0,130.0,0.0,888.0,0.0,0.0,92.0,361.0,06,075,012302
06075012401,2016,"Census Tract 124.01, San Francisco County, California",4593,18979.0,-666666666.0,1521.0,413.0,23.0,1237.0,44.0,33.0,93.0,1247.0,06,075,012401
06075012402,2016,"Census Tract 124.02, San Francisco County, California",3668,40453.0,503700.0,1326.0,235.0,4.0,1058.0,64.0,164.0,67.0,750.0,06,075,012402
06075012501,2016,"Census Tract 125.01, San Francisco County, California",3660,19328.0,-666666666.0,1030.0,495.0,11.0,1456.0,0.0,0.0,17.0,651.0,06,075,012501
06075012502,2016,"Census Tract 125.02, San Francisco County, California",3585,11971.0,-666666666.0,693.0,406.0,50.0,1627.0,0.0,34.0,135.0,640.0,06,075,012502
06075012601,2016,"Census Tract 126.01, San Francisco County, California",2408,125139.0,2000001.0,1841.0,41.0,0.0,197.0,0.0,0.0,0.0,329.0,06,075,012601
06075012602,2016,"Census Tract 126.02, San Francisco County, California",2900,122212.0,1755700.0,2322.0,14.0,0.0,376.0,0.0,0.0,83.0,105.0,06,075,012602
06075012700,2016,"Census Tract 127, San Francisco County, California",3860,131568.0,2000001.0,3081.0,39.0,0.0,297.0,0.0,0.0,261.0,182.0,06,075,012700
06075012800,2016,"Census Tract 128, San Francisco County, California",4783,126716.0,1417900.0,3666.0,56.0,1.0,321.0,0.0,13.0,231.0,495.0,06,075,012800
06075012901,2016,"Census Tract 129.01, San Francisco County, California",2731,142500.0,1072800.0,2206.0,0.0,24.0,261.0,0.0,0.0,134.0,106.0,06,075,012901
06075012902,2016,"Census Tract 129.02, San Francisco County, California",3638,119007.0,1402500.0,2616.0,89.0,0.0,530.0,0.0,51.0,105.0,247.0,06,075,012902
06075013000,2016,"Census Tract 130, San Francisco County, California",4788,151477.0,1185900.0,3796.0,0.0,28.0,555.0,0.0,0.0,139.0,270.0,06,075,013000
06075013101,2016,"Census Tract 131.01, San Francisco County, California",4072,124063.0,925400.0,2880.0,102.0,0.0,563.0,0.0,15.0,185.0,327.0,06,075,013101
06075013102,2016,"Census Tract 131.02, San Francisco County, California",2913,124330.0,1630800.0,2179.0,10.0,0.0,414.0,13.0,0.0,71.0,226.0,06,075,013102
06075013200,2016,"Census Tract 132, San Francisco County, California",3877,131806.0,2000001.0,2737.0,18.0,0.0,772.0,0.0,79.0,58.0,213.0,06,075,013200
06075013300,2016,"Census Tract 133, San Francisco County, California",4561,141019.0,2000001.0,3154.0,114.0,0.0,656.0,0.0,35.0,257.0,345.0,06,075,013300
06075013400,2016,"Census Tract 134, San Francisco County, California",4000,136700.0,1356600.0,2956.0,48.0,0.0,643.0,22.0,0.0,134.0,197.0,06,075,013400
06075013500,2016,"Census Tract 135, San Francisco County, California",2704,120714.0,1804700.0,1816.0,91.0,13.0,510.0,0.0,5.0,87.0,182.0,06,075,013500
06075015100,2016,"Census Tract 151, San Francisco County, California",2178,83750.0,650300.0,1289.0,2.0,0.0,659.0,0.0,0.0,49.0,179.0,06,075,015100
06075015200,2016,"Census Tract 152, San Francisco County, California",4267,89440.0,893900.0,2609.0,271.0,0.0,1078.0,0.0,0.0,87.0,222.0,06,075,015200
06075015300,2016,"Census Tract 153, San Francisco County, California",2234,111250.0,977700.0,1373.0,163.0,0.0,371.0,21.0,19.0,71.0,216.0,06,075,015300
06075015400,2016,"Census Tract 154, San Francisco County, California",6161,118674.0,1084100.0,3768.0,129.0,1.0,1593.0,89.0,0.0,256.0,326.0,06,075,015400
06075015500,2016,"Census Tract 155, San Francisco County, California",3651,55313.0,606300.0,1820.0,111.0,0.0,1283.0,0.0,0.0,118.0,319.0,06,075,015500
06075015600,2016,"Census Tract 156, San Francisco County, California",3274,85625.0,1117600.0,1599.0,28.0,0.0,1175.0,0.0,0.0,192.0,280.0,06,075,015600
06075015700,2016,"Census Tract 157, San Francisco County, California",8910,102152.0,1071300.0,4581.0,338.0,0.0,2305.0,60.0,44.0,376.0,1206.0,06,075,015700
06075015801,2016,"Census Tract 158.01, San Francisco County, California",4121,66698.0,1016900.0,1427.0,1388.0,0.0,622.0,0.0,0.0,302.0,382.0,06,075,015801
06075015802,2016,"Census Tract 158.02, San Francisco County, California",3321,107143.0,937500.0,2100.0,224.0,17.0,476.0,10.0,26.0,140.0,345.0,06,075,015802
06075015900,2016,"Census Tract 159, San Francisco County, California",4332,52479.0,488000.0,1562.0,491.0,148.0,1806.0,25.0,0.0,45.0,398.0,06,075,015900
06075016000,2016,"Census Tract 160, San Francisco County, California",2769,62719.0,598900.0,1240.0,196.0,0.0,947.0,0.0,36.0,101.0,249.0,06,075,016000
06075016100,2016,"Census Tract 161, San Francisco County, California",5498,23840.0,700400.0,1285.0,2165.0,0.0,1435.0,0.0,78.0,274.0,261.0,06,075,016100
06075016200,2016,"Census Tract 162, San Francisco County, California",2937,80651.0,830000.0,1841.0,147.0,0.0,512.0,0.0,36.0,70.0,331.0,06,075,016200
06075016300,2016,"Census Tract 163, San Francisco County, California",4469,116928.0,997900.0,2430.0,655.0,0.0,675.0,0.0,0.0,282.0,427.0,06,075,016300
06075016400,2016,"Census Tract 164, San Francisco County, California",4320,107254.0,893700.0,2852.0,460.0,10.0,440.0,0.0,9.0,259.0,290.0,06,075,016400
06075016500,2016,"Census Tract 165, San Francisco County, California",5890,104097.0,979500.0,3844.0,609.0,11.0,540.0,0.0,18.0,166.0,702.0,06,075,016500
06075016600,2016,"Census Tract 166, San Francisco County, California",5613,118167.0,1139600.0,3869.0,107.0,14.0,805.0,21.0,56.0,352.0,389.0,06,075,016600
06075016700,2016,"Census Tract 167, San Francisco County, California",4863,147237.0,1107700.0,3476.0,255.0,0.0,335.0,0.0,21.0,208.0,568.0,06,075,016700
06075016801,2016,"Census Tract 168.01, San Francisco County, California",3232,88929.0,900400.0,2317.0,213.0,0.0,268.0,0.0,0.0,137.0,297.0,06,075,016801
06075016802,2016,"Census Tract 168.02, San Francisco County, California",3293,79167.0,731800.0,1735.0,172.0,75.0,628.0,10.0,0.0,41.0,640.0,06,075,016802
06075016900,2016,"Census Tract 169, San Francisco County, California",2907,102218.0,955700.0,2027.0,135.0,0.0,323.0,12.0,0.0,122.0,288.0,06,075,016900
06075017000,2016,"Census Tract 170, San Francisco County, California",3959,140152.0,1116200.0,3022.0,41.0,0.0,494.0,21.0,0.0,102.0,279.0,06,075,017000
06075017101,2016,"Census Tract 171.01, San Francisco County, California",3814,127065.0,1427900.0,3014.0,167.0,35.0,166.0,0.0,0.0,203.0,264.0,06,075,017101
06075017102,2016,"Census Tract 171.02, San Francisco County, California",3760,133079.0,1258900.0,2951.0,64.0,0.0,309.0,0.0,14.0,150.0,272.0,06,075,017102
06075017601,2016,"Census Tract 176.01, San Francisco County, California",7834,21154.0,646100.0,2139.0,780.0,0.0,3410.0,0.0,93.0,437.0,975.0,06,075,017601
06075017700,2016,"Census Tract 177, San Francisco County, California",1791,93056.0,855600.0,711.0,41.0,98.0,260.0,0.0,71.0,116.0,585.0,06,075,017700
06075017801,2016,"Census Tract 178.01, San Francisco County, California",3209,17113.0,760500.0,963.0,121.0,0.0,2003.0,0.0,0.0,0.0,122.0,06,075,017801
06075017802,2016,"Census Tract 178.02, San Francisco County, California",4856,69833.0,709200.0,1897.0,642.0,0.0,1062.0,16.0,273.0,194.0,772.0,06,075,017802
06075017902,2016,"Census Tract 179.02, San Francisco County, California",3090,49271.0,-666666666.0,762.0,617.0,54.0,452.0,43.0,17.0,217.0,980.0,06,075,017902
06075018000,2016,"Census Tract 180, San Francisco County, California",3279,156897.0,863800.0,1274.0,520.0,25.0,804.0,18.0,0.0,195.0,452.0,06,075,018000
06075020100,2016,"Census Tract 201, San Francisco County, California",5959,43933.0,702400.0,1636.0,267.0,143.0,891.0,53.0,37.0,202.0,2785.0,06,075,020100
06075020200,2016,"Census Tract 202, San Francisco County, California",6013,58838.0,757100.0,3160.0,227.0,16.0,984.0,0.0,111.0,245.0,1270.0,06,075,020200
06075020300,2016,"Census Tract 203, San Francisco County, California",3161,108750.0,872100.0,2015.0,57.0,17.0,440.0,0.0,45.0,141.0,446.0,06,075,020300
06075020401,2016,"Census Tract 204.01, San Francisco County, California",3118,149886.0,1054700.0,2214.0,91.0,38.0,447.0,0.0,0.0,178.0,162.0,06,075,020401
06075020402,2016,"Census Tract 204.02, San Francisco County, California",4461,93479.0,965500.0,2788.0,87.0,0.0,658.0,0.0,0.0,116.0,812.0,06,075,020402
06075020500,2016,"Census Tract 205, San Francisco County, California",2890,126971.0,1242300.0,2306.0,59.0,9.0,207.0,0.0,0.0,85.0,224.0,06,075,020500
06075020600,2016,"Census Tract 206, San Francisco County, California",5052,136761.0,1215700.0,3738.0,133.0,18.0,591.0,60.0,0.0,215.0,297.0,06,075,020600
06075020700,2016,"Census Tract 207, San Francisco County, California",5169,150670.0,1132000.0,3345.0,43.0,27.0,810.0,0.0,16.0,212.0,740.0,06,075,020700
06075020800,2016,"Census Tract 208, San Francisco County, California",6292,72632.0,723600.0,2106.0,135.0,89.0,984.0,11.0,22.0,293.0,2652.0,06,075,020800
06075020900,2016,"Census Tract 209, San Francisco County, California",4927,59896.0,800600.0,1665.0,53.0,149.0,689.0,0.0,10.0,126.0,2384.0,06,075,020900
06075021000,2016,"Census Tract 210, San Francisco County, California",4618,98260.0,1027800.0,2702.0,118.0,20.0,510.0,0.0,0.0,311.0,957.0,06,075,021000
06075021100,2016,"Census Tract 211, San Francisco County, California",4180,136780.0,1282900.0,2999.0,29.0,17.0,537.0,0.0,13.0,177.0,408.0,06,075,021100
06075021200,2016,"Census Tract 212, San Francisco County, California",3098,144886.0,1380300.0,2294.0,34.0,1.0,300.0,0.0,0.0,232.0,237.0,06,075,021200
06075021300,2016,"Census Tract 213, San Francisco County, California",2714,167708.0,1271900.0,1933.0,0.0,0.0,366.0,0.0,0.0,214.0,201.0,06,075,021300
06075021400,2016,"Census Tract 214, San Francisco County, California",3736,143846.0,1096600.0,2583.0,8.0,35.0,590.0,40.0,17.0,41.0,457.0,06,075,021400
06075021500,2016,"Census Tract 215, San Francisco County, California",4920,113819.0,1097800.0,3687.0,152.0,14.0,547.0,22.0,26.0,81.0,391.0,06,075,021500
06075021600,2016,"Census Tract 216, San Francisco County, California",4551,135395.0,1036600.0,2544.0,319.0,65.0,763.0,0.0,35.0,262.0,628.0,06,075,021600
06075021700,2016,"Census Tract 217, San Francisco County, California",4094,104698.0,1104700.0,2241.0,339.0,8.0,794.0,0.0,25.0,104.0,583.0,06,075,021700
06075021800,2016,"Census Tract 218, San Francisco County, California",4112,131012.0,1093400.0,2988.0,120.0,18.0,401.0,0.0,16.0,113.0,474.0,06,075,021800
06075022600,2016,"Census Tract 226, San Francisco County, California",2082,205865.0,936500.0,1237.0,162.0,0.0,385.0,0.0,0.0,114.0,184.0,06,075,022600
06075022702,2016,"Census Tract 227.02, San Francisco County, California",2239,165551.0,1333300.0,1545.0,59.0,0.0,319.0,0.0,0.0,94.0,222.0,06,075,022702
06075022704,2016,"Census Tract 227.04, San Francisco County, California",3411,150938.0,1154600.0,2339.0,48.0,9.0,559.0,0.0,24.0,200.0,241.0,06,075,022704
06075022801,2016,"Census Tract 228.01, San Francisco County, California",5278,117188.0,785400.0,2110.0,126.0,0.0,841.0,0.0,61.0,248.0,1892.0,06,075,022801
06075022802,2016,"Census Tract 228.02, San Francisco County, California",2402,58772.0,981600.0,781.0,74.0,7.0,311.0,0.0,52.0,82.0,1102.0,06,075,022802
06075022803,2016,"Census Tract 228.03, San Francisco County, California",4637,99375.0,850800.0,1749.0,91.0,22.0,523.0,0.0,14.0,36.0,2224.0,06,075,022803
06075022901,2016,"Census Tract 229.01, San Francisco County, California",5691,69013.0,870300.0,1581.0,198.0,44.0,358.0,0.0,11.0,79.0,3464.0,06,075,022901
06075022902,2016,"Census Tract 229.02, San Francisco County, California",2712,113750.0,847700.0,1084.0,114.0,0.0,199.0,22.0,0.0,178.0,1115.0,06,075,022902
06075022903,2016,"Census Tract 229.03, San Francisco County, California",3148,80972.0,746300.0,945.0,67.0,37.0,404.0,0.0,17.0,166.0,1524.0,06,075,022903
06075023001,2016,"Census Tract 230.01, San Francisco County, California",5204,64583.0,636700.0,328.0,519.0,11.0,3821.0,0.0,0.0,150.0,386.0,06,075,023001
06075023003,2016,"Census Tract 230.03, San Francisco County, California",4330,76528.0,558300.0,329.0,1117.0,1.0,2034.0,0.0,6.0,53.0,790.0,06,075,023003
06075023102,2016,"Census Tract 231.02, San Francisco County, California",4653,35951.0,462100.0,251.0,2801.0,0.0,612.0,229.0,0.0,161.0,599.0,06,075,023102
06075023103,2016,"Census Tract 231.03, San Francisco County, California",2904,22697.0,537000.0,126.0,1430.0,0.0,179.0,387.0,0.0,256.0,526.0,06,075,023103
06075023200,2016,"Census Tract 232, San Francisco County, California",4414,49583.0,601200.0,251.0,1539.0,9.0,491.0,43.0,10.0,358.0,1722.0,06,075,023200
06075023300,2016,"Census Tract 233, San Francisco County, California",3203,54566.0,526200.0,237.0,262.0,0.0,2062.0,0.0,0.0,24.0,618.0,06,075,023300
06075023400,2016,"Census Tract 234, San Francisco County, California",3176,39750.0,567700.0,152.0,677.0,0.0,768.0,186.0,80.0,277.0,1036.0,06,075,023400
06075025100,2016,"Census Tract 251, San Francisco County, California",3620,103700.0,911600.0,1858.0,253.0,48.0,622.0,0.0,0.0,156.0,690.0,06,075,025100
06075025200,2016,"Census Tract 252, San Francisco County, California",5845,130099.0,1000800.0,3404.0,131.0,16.0,618.0,0.0,0.0,311.0,1365.0,06,075,025200
06075025300,2016,"Census Tract 253, San Francisco County, California",4349,104545.0,921100.0,2349.0,93.0,35.0,499.0,0.0,68.0,218.0,1087.0,06,075,025300
06075025401,2016,"Census Tract 254.01, San Francisco County, California",4044,110313.0,870000.0,1513.0,110.0,2.0,420.0,0.0,49.0,142.0,1808.0,06,075,025401
06075025402,2016,"Census Tract 254.02, San Francisco County, California",2965,123313.0,889800.0,1337.0,50.0,0.0,825.0,0.0,11.0,126.0,616.0,06,075,025402
06075025403,2016,"Census Tract 254.03, San Francisco County, California",5315,88262.0,770600.0,1233.0,504.0,43.0,1241.0,0.0,59.0,168.0,2110.0,06,075,025403
06075025500,2016,"Census Tract 255, San Francisco County, California",9446,103275.0,732700.0,1897.0,62.0,0.0,3905.0,0.0,32.0,176.0,3374.0,06,075,025500
06075025600,2016,"Census Tract 256, San Francisco County, California",5504,73730.0,620300.0,903.0,104.0,72.0,3128.0,0.0,71.0,117.0,1172.0,06,075,025600
06075025701,2016,"Census Tract 257.01, San Francisco County, California",5116,80565.0,636200.0,588.0,187.0,10.0,3085.0,6.0,0.0,94.0,1156.0,06,075,025701
06075025702,2016,"Census Tract 257.02, San Francisco County, California",4739,59926.0,676000.0,272.0,120.0,8.0,3041.0,23.0,0.0,3.0,1272.0,06,075,025702
06075025800,2016,"Census Tract 258, San Francisco County, California",2061,72868.0,651300.0,291.0,111.0,38.0,867.0,0.0,0.0,34.0,758.0,06,075,025800
06075025900,2016,"Census Tract 259, San Francisco County, California",4498,89896.0,670100.0,924.0,328.0,9.0,1998.0,0.0,14.0,130.0,1104.0,06,075,025900
06075026001,2016,"Census Tract 260.01, San Francisco County, California",5901,60694.0,611100.0,589.0,169.0,31.0,2157.0,99.0,52.0,241.0,2563.0,06,075,026001
06075026002,2016,"Census Tract 260.02, San Francisco County, California",3359,86900.0,652400.0,831.0,174.0,12.0,1243.0,0.0,26.0,43.0,1030.0,06,075,026002
06075026003,2016,"Census Tract 260.03, San Francisco County, California",5261,65282.0,623100.0,690.0,64.0,56.0,1822.0,2.0,0.0,95.0,2570.0,06,075,026003
06075026004,2016,"Census Tract 260.04, San Francisco County, California",4924,75962.0,654900.0,508.0,110.0,57.0,2482.0,14.0,0.0,71.0,1694.0,06,075,026004
06075026100,2016,"Census Tract 261, San Francisco County, California",7156,72350.0,680000.0,583.0,61.0,26.0,4097.0,50.0,0.0,302.0,2063.0,06,075,026100
06075026200,2016,"Census Tract 262, San Francisco County, California",7671,76137.0,638800.0,707.0,63.0,55.0,4896.0,0.0,23.0,207.0,1720.0,06,075,026200
06075026301,2016,"Census Tract 263.01, San Francisco County, California",4830,65625.0,636700.0,651.0,29.0,33.0,2636.0,30.0,0.0,61.0,1390.0,06,075,026301
06075026302,2016,"Census Tract 263.02, San Francisco County, California",4717,76386.0,613900.0,646.0,100.0,0.0,2705.0,0.0,0.0,71.0,1195.0,06,075,026302
06075026303,2016,"Census Tract 263.03, San Francisco County, California",4844,83047.0,632700.0,573.0,39.0,5.0,2743.0,0.0,6.0,86.0,1392.0,06,075,026303
