geoid,year,NAME,B01001_001E,B19013_001E,B25077_001E,B03002_003E,B03002_004E,B02001_004E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,B08126_003E,B08126_006E,B08126_008E,B08126_009E,B08126_011E,B08126_012E,B08126_014E,B08126_015E,B06009_005E,B15001_017E,B15001_050E,state,county,tract
06001402800,2011,"Census Tract 4028, Alameda County, California",2400.0,21993.0,324100.0,712.0,923.0,0.0,453.0,3.0,4.0,120.0,185.0,39.0,109.0,27.0,152.0,149.0,20.0,0.0,0.0,365.0,81.0,14.0,06,001,402800
06001402900,2011,"Census Tract 4029, Alameda County, California",1163.0,19766.0,-666666666.0,236.0,170.0,0.0,663.0,0.0,0.0,20.0,74.0,0.0,53.0,19.0,48.0,119.0,90.0,37.0,0.0,213.0,45.0,23.0,06,001,402900
06001403000,2011,"Census Tract 4030, Alameda County, California",2267.0,17569.0,369900.0,141.0,70.0,50.0,1830.0,0.0,0.0,60.0,116.0,23.0,10.0,30.0,60.0,108.0,156.0,38.0,0.0,322.0,27.0,9.0,06,001,403000
06001403100,2011,"Census Tract 4031, Alameda County, California",1420.0,42625.0,407100.0,238.0,293.0,8.0,622.0,0.0,0.0,103.0,156.0,5.0,89.0,58.0,41.0,104.0,23.0,37.0,0.0,200.0,25.0,0.0,06,001,403100
06001403300,2011,"Census Tract 4033, Alameda County, California",4061.0,69605.0,404000.0,1159.0,250.0,0.0,2376.0,0.0,0.0,99.0,177.0,26.0,407.0,9.0,194.0,522.0,187.0,207.0,60.0,950.0,188.0,76.0,06,001,403300
06001403400,2011,"Census Tract 4034, Alameda County, California",4395.0,42358.0,452300.0,1600.0,830.0,45.0,1121.0,0.0,0.0,185.0,614.0,78.0,240.0,151.0,210.0,548.0,252.0,137.0,39.0,922.0,256.0,61.0,06,001,403400
06001403501,2011,"Census Tract 4035.01, Alameda County, California",4893.0,33635.0,351700.0,1949.0,907.0,24.0,1278.0,37.0,13.0,168.0,530.0,63.0,282.0,61.0,264.0,697.0,404.0,121.0,0.0,1011.0,223.0,79.0,06,001,403501
06001403502,2011,"Census Tract 4035.02, Alameda County, California",1991.0,63199.0,272600.0,854.0,491.0,0.0,212.0,0.0,0.0,138.0,296.0,169.0,90.0,27.0,237.0,394.0,44.0,63.0,0.0,470.0,145.0,10.0,06,001,403502
06001403600,2011,"Census Tract 4036, Alameda County, California",4835.0,56303.0,364200.0,1244.0,1605.0,8.0,888.0,0.0,58.0,557.0,475.0,59.0,388.0,110.0,160.0,669.0,321.0,203.0,25.0,1296.0,225.0,10.0,06,001,403600
06001403701,2011,"Census Tract 4037.01, Alameda County, California",2506.0,60278.0,343600.0,1380.0,478.0,0.0,298.0,0.0,95.0,97.0,158.0,50.0,25.0,93.0,109.0,401.0,160.0,193.0,0.0,862.0,224.0,13.0,06,001,403701
06001403702,2011,"Census Tract 4037.02, Alameda County, California",1897.0,66761.0,377900.0,1000.0,383.0,0.0,233.0,0.0,0.0,106.0,175.0,16.0,69.0,67.0,62.0,508.0,77.0,16.0,0.0,596.0,148.0,48.0,06,001,403702
06001403800,2011,"Census Tract 4038, Alameda County, California",3657.0,78036.0,720200.0,2236.0,319.0,0.0,388.0,0.0,21.0,174.0,519.0,28.0,182.0,176.0,251.0,588.0,186.0,107.0,0.0,1068.0,143.0,126.0,06,001,403800
06001403900,2011,"Census Tract 4039, Alameda County, California",3916.0,61995.0,426900.0,2081.0,866.0,0.0,500.0,0.0,30.0,188.0,251.0,82.0,167.0,135.0,162.0,875.0,261.0,82.0,0.0,1212.0,172.0,35.0,06,001,403900
06001404000,2011,"Census Tract 4040, Alameda County, California",2623.0,61632.0,429800.0,1490.0,373.0,0.0,323.0,0.0,0.0,146.0,291.0,89.0,53.0,122.0,55.0,491.0,153.0,58.0,27.0,843.0,171.0,7.0,06,001,404000
06001404101,2011,"Census Tract 4041.01, Alameda County, California",2912.0,73899.0,682200.0,2076.0,20.0,0.0,412.0,0.0,0.0,109.0,295.0,140.0,158.0,50.0,61.0,781.0,211.0,114.0,0.0,1126.0,218.0,25.0,06,001,404101
06001404102,2011,"Census Tract 4041.02, Alameda County, California",2482.0,50684.0,579700.0,1502.0,171.0,11.0,502.0,0.0,22.0,135.0,150.0,42.0,28.0,65.0,113.0,488.0,60.0,31.0,39.0,759.0,198.0,9.0,06,001,404102
06001404200,2011,"Census Tract 4042, Alameda County, California",3402.0,152853.0,918900.0,2168.0,177.0,12.0,408.0,0.0,0.0,288.0,361.0,32.0,52.0,129.0,227.0,321.0,105.0,103.0,0.0,795.0,38.0,0.0,06,001,404200
06001404300,2011,"Census Tract 4043, Alameda County, California",3216.0,195227.0,1000001.0,2517.0,71.0,0.0,353.0,0.0,0.0,175.0,100.0,13.0,123.0,46.0,114.0,324.0,97.0,70.0,0.0,869.0,114.0,8.0,06,001,404300
06001404400,2011,"Census Tract 4044, Alameda County, California",5255.0,133347.0,857400.0,3483.0,173.0,0.0,740.0,0.0,112.0,431.0,316.0,186.0,176.0,195.0,247.0,829.0,142.0,117.0,36.0,1265.0,120.0,0.0,06,001,404400
06001404501,2011,"Census Tract 4045.01, Alameda County, California",1719.0,134574.0,1000001.0,1382.0,28.0,0.0,200.0,0.0,4.0,82.0,23.0,44.0,18.0,7.0,107.0,246.0,47.0,62.0,0.0,473.0,21.0,8.0,06,001,404501
06001404502,2011,"Census Tract 4045.02, Alameda County, California",5915.0,125714.0,832000.0,4530.0,116.0,0.0,560.0,0.0,215.0,184.0,310.0,36.0,218.0,132.0,345.0,818.0,208.0,107.0,0.0,1859.0,117.0,26.0,06,001,404502
06001404600,2011,"Census Tract 4046, Alameda County, California",4449.0,147778.0,836000.0,3311.0,399.0,9.0,419.0,0.0,0.0,205.0,115.0,101.0,199.0,108.0,188.0,689.0,162.0,59.0,0.0,1104.0,101.0,34.0,06,001,404600
06001404700,2011,"Census Tract 4047, Alameda County, California",2038.0,137232.0,770800.0,1498.0,213.0,0.0,185.0,0.0,0.0,58.0,84.0,31.0,59.0,42.0,182.0,323.0,40.0,10.0,0.0,538.0,7.0,27.0,06,001,404700
06001404800,2011,"Census Tract 4048, Alameda County, California",2637.0,88833.0,648900.0,1104.0,635.0,0.0,668.0,0.0,0.0,0.0,230.0,31.0,120.0,109.0,134.0,405.0,14.0,96.0,0.0,543.0,89.0,0.0,06,001,404800
06001404900,2011,"Census Tract 4049, Alameda County, California",4556.0,65158.0,599400.0,2262.0,479.0,11.0,1152.0,52.0,0.0,187.0,413.0,64.0,190.0,78.0,174.0,632.0,68.0,128.0,19.0,1080.0,0.0,0.0,06,001,404900
06001405000,2011,"Census Tract 4050, Alameda County, California",3275.0,108472.0,721200.0,2063.0,396.0,60.0,410.0,0.0,28.0,87.0,256.0,12.0,230.0,148.0,85.0,521.0,38.0,173.0,7.0,844.0,54.0,17.0,06,001,405000
06001405100,2011,"Census Tract 4051, Alameda County, California",4261.0,166554.0,890700.0,3031.0,447.0,45.0,287.0,0.0,19.0,227.0,205.0,84.0,60.0,129.0,236.0,473.0,93.0,17.0,0.0,1224.0,35.0,31.0,06,001,405100
06001405200,2011,"Census Tract 4052, Alameda County, California",4522.0,59332.0,569700.0,1632.0,744.0,0.0,1373.0,0.0,122.0,202.0,449.0,156.0,117.0,67.0,222.0,791.0,350.0,151.0,0.0,1224.0,279.0,93.0,06,001,405200
06001405301,2011,"Census Tract 4053.01, Alameda County, California",2660.0,61750.0,438000.0,1266.0,707.0,0.0,266.0,0.0,0.0,34.0,387.0,19.0,96.0,61.0,42.0,541.0,187.0,52.0,0.0,764.0,210.0,42.0,06,001,405301
06001405302,2011,"Census Tract 4053.02, Alameda County, California",2703.0,20787.0,528800.0,671.0,431.0,0.0,708.0,0.0,39.0,35.0,819.0,26.0,154.0,44.0,37.0,185.0,392.0,47.0,0.0,229.0,15.0,14.0,06,001,405302
06001405401,2011,"Census Tract 4054.01, Alameda County, California",3823.0,27360.0,325000.0,252.0,939.0,10.0,1311.0,10.0,28.0,113.0,1170.0,60.0,82.0,18.0,188.0,421.0,493.0,12.0,0.0,298.0,85.0,21.0,06,001,405401
06001405402,2011,"Census Tract 4054.02, Alameda County, California",2559.0,30534.0,320400.0,470.0,573.0,0.0,930.0,0.0,38.0,0.0,548.0,32.0,82.0,95.0,29.0,159.0,141.0,105.0,0.0,116.0,0.0,0.0,06,001,405402
06001405500,2011,"Census Tract 4055, Alameda County, California",3627.0,41550.0,423200.0,788.0,621.0,50.0,1616.0,0.0,0.0,64.0,488.0,128.0,148.0,43.0,183.0,426.0,124.0,51.0,0.0,523.0,155.0,0.0,06,001,405500
06001405600,2011,"Census Tract 4056, Alameda County, California",3083.0,41820.0,462300.0,478.0,879.0,21.0,1261.0,0.0,0.0,55.0,389.0,66.0,204.0,81.0,92.0,486.0,124.0,62.0,9.0,481.0,76.0,10.0,06,001,405600
06001405700,2011,"Census Tract 4057, Alameda County, California",3039.0,43750.0,394000.0,376.0,1031.0,0.0,1103.0,0.0,0.0,74.0,455.0,87.0,156.0,41.0,15.0,346.0,136.0,55.0,19.0,316.0,23.0,23.0,06,001,405700
06001405800,2011,"Census Tract 4058, Alameda County, California",3962.0,38472.0,353300.0,285.0,633.0,0.0,2099.0,220.0,0.0,98.0,627.0,149.0,47.0,32.0,49.0,218.0,174.0,76.0,0.0,275.0,20.0,14.0,06,001,405800
06001405901,2011,"Census Tract 4059.01, Alameda County, California",3524.0,38879.0,571700.0,294.0,324.0,74.0,1294.0,272.0,0.0,52.0,1288.0,237.0,51.0,29.0,83.0,182.0,87.0,63.0,0.0,141.0,40.0,11.0,06,001,405901
06001405902,2011,"Census Tract 4059.02, Alameda County, California",3309.0,38523.0,332800.0,276.0,575.0,0.0,1497.0,0.0,0.0,102.0,859.0,74.0,267.0,0.0,18.0,253.0,162.0,0.0,0.0,192.0,11.0,18.0,06,001,405902
06001406000,2011,"Census Tract 4060, Alameda County, California",3299.0,24922.0,402100.0,500.0,614.0,51.0,1019.0,109.0,0.0,78.0,956.0,171.0,223.0,70.0,34.0,253.0,261.0,83.0,0.0,318.0,75.0,15.0,06,001,406000
06001406100,2011,"Census Tract 4061, Alameda County, California",3789.0,52917.0,348900.0,427.0,322.0,26.0,645.0,0.0,0.0,0.0,2383.0,308.0,286.0,63.0,61.0,337.0,93.0,47.0,0.0,297.0,93.0,27.0,06,001,406100
06001406201,2011,"Census Tract 4062.01, Alameda County, California",5205.0,29727.0,416300.0,54.0,853.0,15.0,1389.0,0.0,163.0,13.0,2718.0,191.0,381.0,0.0,82.0,267.0,237.0,34.0,0.0,221.0,9.0,10.0,06,001,406201
06001406202,2011,"Census Tract 4062.02, Alameda County, California",4227.0,25417.0,381400.0,266.0,348.0,40.0,769.0,159.0,70.0,131.0,2484.0,510.0,173.0,0.0,31.0,251.0,477.0,18.0,0.0,157.0,35.0,0.0,06,001,406202
06001406300,2011,"Census Tract 4063, Alameda County, California",4210.0,37731.0,304900.0,382.0,1084.0,0.0,1444.0,4.0,0.0,108.0,1188.0,122.0,179.0,32.0,2.0,278.0,312.0,17.0,0.0,340.0,24.0,12.0,06,001,406300
06001406400,2011,"Census Tract 4064, Alameda County, California",2448.0,48694.0,405100.0,549.0,791.0,22.0,539.0,0.0,0.0,38.0,531.0,46.0,48.0,11.0,21.0,268.0,65.0,36.0,0.0,263.0,0.0,0.0,06,001,406400
06001406500,2011,"Census Tract 4065, Alameda County, California",5776.0,34669.0,342100.0,721.0,1217.0,8.0,1150.0,136.0,0.0,238.0,2314.0,356.0,271.0,0.0,126.0,406.0,193.0,100.0,0.0,516.0,188.0,14.0,06,001,406500
06001406601,2011,"Census Tract 4066.01, Alameda County, California",4662.0,49357.0,384900.0,790.0,1421.0,43.0,1304.0,0.0,16.0,301.0,799.0,121.0,217.0,81.0,89.0,401.0,233.0,57.0,0.0,323.0,0.0,49.0,06,001,406601
06001406602,2011,"Census Tract 4066.02, Alameda County, California",2273.0,50793.0,351000.0,487.0,679.0,71.0,396.0,0.0,0.0,52.0,659.0,37.0,65.0,48.0,54.0,285.0,97.0,37.0,0.0,249.0,30.0,0.0,06,001,406602
06001406700,2011,"Census Tract 4067, Alameda County, California",5084.0,94565.0,540000.0,2527.0,580.0,60.0,1298.0,0.0,54.0,173.0,392.0,49.0,179.0,137.0,224.0,667.0,109.0,167.0,91.0,1052.0,115.0,14.0,06,001,406700
06001406800,2011,"Census Tract 4068, Alameda County, California",3538.0,72568.0,524900.0,1289.0,754.0,0.0,859.0,0.0,0.0,107.0,529.0,74.0,263.0,109.0,127.0,396.0,135.0,145.0,0.0,605.0,54.0,0.0,06,001,406800
06001406900,2011,"Census Tract 4069, Alameda County, California",3883.0,77097.0,556500.0,1278.0,793.0,12.0,981.0,0.0,0.0,193.0,626.0,65.0,177.0,0.0,77.0,737.0,119.0,62.0,0.0,801.0,142.0,43.0,06,001,406900
06001407000,2011,"Census Tract 4070, Alameda County, California",6000.0,37851.0,306800.0,863.0,1480.0,3.0,2017.0,1.0,0.0,117.0,1519.0,57.0,412.0,9.0,136.0,695.0,374.0,185.0,0.0,494.0,119.0,0.0,06,001,407000
06001407101,2011,"Census Tract 4071.01, Alameda County, California",3715.0,29432.0,352300.0,186.0,504.0,32.0,758.0,58.0,136.0,128.0,1913.0,345.0,106.0,11.0,86.0,207.0,125.0,53.0,0.0,119.0,0.0,0.0,06,001,407101
06001407102,2011,"Census Tract 4071.02, Alameda County, California",4019.0,42857.0,361500.0,263.0,660.0,12.0,709.0,0.0,0.0,200.0,2187.0,163.0,213.0,47.0,27.0,360.0,65.0,14.0,0.0,140.0,21.0,11.0,06,001,407102
06001407200,2011,"Census Tract 4072, Alameda County, California",5984.0,36667.0,480400.0,360.0,364.0,164.0,536.0,25.0,29.0,0.0,4670.0,396.0,230.0,50.0,44.0,374.0,411.0,162.0,0.0,231.0,67.0,22.0,06,001,407200
06001407300,2011,"Census Tract 4073, Alameda County, California",2768.0,43224.0,202000.0,182.0,519.0,245.0,244.0,32.0,86.0,23.0,1637.0,128.0,150.0,28.0,15.0,219.0,221.0,39.0,0.0,191.0,40.0,0.0,06,001,407300
06001407400,2011,"Census Tract 4074, Alameda County, California",4129.0,36552.0,293500.0,114.0,695.0,0.0,372.0,0.0,0.0,24.0,2924.0,389.0,133.0,9.0,78.0,118.0,226.0,20.0,0.0,109.0,37.0,0.0,06,001,407400
06001407500,2011,"Census Tract 4075, Alameda County, California",3286.0,26848.0,392600.0,81.0,1206.0,134.0,177.0,0.0,31.0,219.0,1453.0,89.0,143.0,0.0,88.0,291.0,75.0,15.0,0.0,89.0,0.0,0.0,06,001,407500
06001407600,2011,"Census Tract 4076, Alameda County, California",6403.0,47388.0,416200.0,719.0,3119.0,0.0,550.0,0.0,229.0,35.0,1751.0,175.0,283.0,20.0,89.0,624.0,222.0,107.0,0.0,338.0,24.0,34.0,06,001,407600
06001407700,2011,"Census Tract 4077, Alameda County, California",4210.0,69637.0,425800.0,751.0,2414.0,0.0,354.0,0.0,0.0,162.0,529.0,57.0,85.0,75.0,156.0,402.0,193.0,189.0,0.0,570.0,48.0,45.0,06,001,407700
06001407800,2011,"Census Tract 4078, Alameda County, California",2637.0,60469.0,413900.0,605.0,822.0,6.0,345.0,0.0,4.0,182.0,679.0,42.0,15.0,29.0,42.0,361.0,178.0,58.0,0.0,290.0,76.0,11.0,06,001,407800
06001407900,2011,"Census Tract 4079, Alameda County, California",2672.0,90408.0,528600.0,1256.0,528.0,22.0,400.0,21.0,12.0,217.0,238.0,61.0,123.0,50.0,137.0,464.0,118.0,92.0,7.0,584.0,74.0,0.0,06,001,407900
06001408000,2011,"Census Tract 4080, Alameda County, California",2622.0,115729.0,717600.0,1525.0,94.0,0.0,533.0,0.0,54.0,190.0,226.0,104.0,54.0,34.0,101.0,316.0,124.0,29.0,0.0,617.0,56.0,15.0,06,001,408000
06001408100,2011,"Census Tract 4081, Alameda County, California",5767.0,108468.0,686700.0,2356.0,1793.0,0.0,809.0,0.0,11.0,280.0,518.0,27.0,237.0,84.0,281.0,1191.0,202.0,172.0,0.0,1567.0,184.0,26.0,06,001,408100
06001408200,2011,"Census Tract 4082, Alameda County, California",3865.0,50186.0,399300.0,682.0,1964.0,32.0,238.0,0.0,10.0,184.0,787.0,50.0,107.0,49.0,92.0,508.0,129.0,57.0,0.0,340.0,49.0,36.0,06,001,408200
06001408300,2011,"Census Tract 4083, Alameda County, California",4952.0,52075.0,391700.0,1444.0,2309.0,0.0,163.0,0.0,92.0,250.0,694.0,70.0,127.0,121.0,49.0,526.0,162.0,78.0,0.0,554.0,80.0,23.0,06,001,408300
06001408400,2011,"Census Tract 4084, Alameda County, California",3574.0,35781.0,264600.0,71.0,1470.0,149.0,109.0,144.0,123.0,98.0,1559.0,171.0,247.0,34.0,63.0,126.0,167.0,53.0,0.0,146.0,31.0,0.0,06,001,408400
06001408500,2011,"Census Tract 4085, Alameda County, California",5198.0,36429.0,333400.0,117.0,2237.0,14.0,388.0,323.0,0.0,72.0,2047.0,193.0,139.0,14.0,28.0,446.0,241.0,46.0,0.0,221.0,36.0,0.0,06,001,408500
06001408600,2011,"Census Tract 4086, Alameda County, California",5653.0,33539.0,280000.0,433.0,2559.0,0.0,94.0,0.0,0.0,1.0,2566.0,137.0,292.0,20.0,63.0,288.0,274.0,175.0,0.0,371.0,0.0,16.0,06,001,408600
06001408700,2011,"Census Tract 4087, Alameda County, California",6449.0,40680.0,317400.0,221.0,2554.0,0.0,509.0,0.0,0.0,245.0,2920.0,244.0,361.0,44.0,45.0,591.0,156.0,122.0,0.0,419.0,110.0,0.0,06,001,408700
06001408800,2011,"Census Tract 4088, Alameda County, California",5408.0,22587.0,347300.0,154.0,2402.0,100.0,482.0,0.0,46.0,85.0,2139.0,246.0,193.0,19.0,78.0,323.0,215.0,45.0,0.0,107.0,22.0,25.0,06,001,408800
06001408900,2011,"Census Tract 4089, Alameda County, California",3251.0,21216.0,222500.0,115.0,1531.0,0.0,59.0,12.0,0.0,115.0,1419.0,248.0,245.0,49.0,39.0,90.0,126.0,0.0,0.0,69.0,16.0,0.0,06,001,408900
06001409000,2011,"Census Tract 4090, Alameda County, California",3839.0,35357.0,275000.0,67.0,1763.0,0.0,217.0,0.0,0.0,93.0,1699.0,226.0,218.0,39.0,46.0,121.0,90.0,58.0,0.0,49.0,0.0,0.0,06,001,409000
06001409100,2011,"Census Tract 4091, Alameda County, California",2450.0,59655.0,268400.0,121.0,1027.0,0.0,22.0,0.0,0.0,148.0,1132.0,73.0,298.0,25.0,30.0,166.0,60.0,27.0,0.0,203.0,46.0,0.0,06,001,409100
06001409200,2011,"Census Tract 4092, Alameda County, California",2890.0,40766.0,283100.0,21.0,1248.0,38.0,110.0,0.0,0.0,11.0,1462.0,114.0,50.0,3.0,53.0,121.0,103.0,11.0,0.0,88.0,15.0,6.0,06,001,409200
06001409300,2011,"Census Tract 4093, Alameda County, California",5574.0,33934.0,329900.0,261.0,1507.0,47.0,113.0,113.0,0.0,16.0,3517.0,269.0,170.0,24.0,11.0,349.0,237.0,30.0,0.0,244.0,82.0,0.0,06,001,409300
06001409400,2011,"Census Tract 4094, Alameda County, California",4498.0,49083.0,307900.0,110.0,956.0,40.0,409.0,9.0,0.0,0.0,3014.0,275.0,216.0,0.0,11.0,310.0,74.0,44.0,9.0,164.0,31.0,0.0,06,001,409400
06001409500,2011,"Census Tract 4095, Alameda County, California",3474.0,34167.0,348600.0,192.0,675.0,128.0,128.0,127.0,0.0,85.0,2249.0,252.0,121.0,58.0,49.0,178.0,155.0,18.0,0.0,72.0,8.0,0.0,06,001,409500
06001409600,2011,"Census Tract 4096, Alameda County, California",5559.0,41778.0,354400.0,178.0,2067.0,0.0,86.0,0.0,0.0,118.0,3110.0,283.0,246.0,58.0,60.0,379.0,285.0,11.0,0.0,216.0,0.0,0.0,06,001,409600
06001409700,2011,"Census Tract 4097, Alameda County, California",4683.0,35658.0,264900.0,107.0,2033.0,0.0,183.0,90.0,0.0,29.0,2241.0,293.0,143.0,9.0,38.0,279.0,128.0,85.0,0.0,112.0,5.0,0.0,06,001,409700
06001409800,2011,"Census Tract 4098, Alameda County, California",2955.0,40189.0,404200.0,321.0,2109.0,0.0,123.0,0.0,0.0,113.0,289.0,42.0,23.0,39.0,100.0,373.0,106.0,105.0,0.0,341.0,9.0,0.0,06,001,409800
06001409900,2011,"Census Tract 4099, Alameda County, California",3231.0,108214.0,585800.0,946.0,1770.0,0.0,204.0,0.0,0.0,105.0,206.0,8.0,113.0,147.0,209.0,326.0,57.0,210.0,0.0,645.0,16.0,17.0,06,001,409900
06001410000,2011,"Census Tract 4100, Alameda County, California",2857.0,77000.0,548700.0,736.0,1121.0,0.0,184.0,25.0,24.0,105.0,662.0,85.0,120.0,0.0,90.0,475.0,81.0,120.0,0.0,510.0,76.0,0.0,06,001,410000
06001410100,2011,"Census Tract 4101, Alameda County, California",2969.0,41250.0,370400.0,721.0,1672.0,6.0,76.0,0.0,0.0,220.0,274.0,42.0,83.0,79.0,55.0,398.0,47.0,17.0,0.0,245.0,9.0,43.0,06,001,410100
06001410200,2011,"Census Tract 4102, Alameda County, California",3131.0,40474.0,262500.0,126.0,2017.0,7.0,168.0,0.0,0.0,23.0,790.0,65.0,76.0,29.0,32.0,256.0,102.0,25.0,0.0,163.0,0.0,0.0,06,001,410200
06001410300,2011,"Census Tract 4103, Alameda County, California",4239.0,32829.0,362200.0,122.0,1671.0,13.0,112.0,0.0,78.0,139.0,2117.0,268.0,73.0,14.0,42.0,283.0,268.0,60.0,0.0,123.0,0.0,0.0,06,001,410300
06001410400,2011,"Census Tract 4104, Alameda County, California",4242.0,44746.0,271400.0,175.0,1533.0,0.0,436.0,0.0,116.0,14.0,1968.0,328.0,180.0,87.0,115.0,290.0,86.0,8.0,0.0,372.0,13.0,23.0,06,001,410400
06001410500,2011,"Census Tract 4105, Alameda County, California",2452.0,19351.0,388700.0,223.0,1266.0,0.0,645.0,0.0,0.0,98.0,220.0,41.0,43.0,0.0,58.0,198.0,136.0,15.0,0.0,73.0,0.0,0.0,06,001,410500
06001420100,2011,"Census Tract 4201, Alameda County, California",2392.0,117000.0,704200.0,1656.0,21.0,0.0,333.0,0.0,45.0,125.0,212.0,35.0,31.0,79.0,32.0,373.0,72.0,100.0,0.0,598.0,46.0,0.0,06,001,420100
06001420200,2011,"Census Tract 4202, Alameda County, California",2952.0,73665.0,661000.0,1651.0,61.0,0.0,915.0,0.0,0.0,86.0,239.0,134.0,70.0,48.0,118.0,454.0,179.0,51.0,0.0,589.0,54.0,0.0,06,001,420200
06001420300,2011,"Census Tract 4203, Alameda County, California",4451.0,70242.0,520600.0,1878.0,126.0,0.0,1610.0,0.0,0.0,351.0,486.0,62.0,130.0,77.0,38.0,843.0,117.0,148.0,0.0,1307.0,148.0,81.0,06,001,420300
06001420400,2011,"Census Tract 4204, Alameda County, California",3220.0,38972.0,-666666666.0,966.0,139.0,10.0,1595.0,0.0,0.0,79.0,431.0,9.0,19.0,24.0,19.0,669.0,36.0,7.0,0.0,551.0,117.0,26.0,06,001,420400
06001420500,2011,"Census Tract 4205, Alameda County, California",2167.0,65726.0,639200.0,1290.0,62.0,0.0,476.0,0.0,18.0,130.0,191.0,39.0,22.0,16.0,41.0,357.0,52.0,94.0,0.0,443.0,31.0,24.0,06,001,420500
06001420600,2011,"Census Tract 4206, Alameda County, California",3035.0,107455.0,714100.0,2147.0,141.0,0.0,349.0,17.0,0.0,166.0,215.0,38.0,68.0,120.0,66.0,531.0,123.0,53.0,0.0,611.0,83.0,36.0,06,001,420600
06001421100,2011,"Census Tract 4211, Alameda County, California",2192.0,168750.0,884500.0,1722.0,6.0,0.0,265.0,47.0,0.0,78.0,74.0,103.0,43.0,70.0,34.0,345.0,34.0,5.0,0.0,508.0,0.0,14.0,06,001,421100
06001421200,2011,"Census Tract 4212, Alameda County, California",3669.0,157500.0,999700.0,2912.0,10.0,0.0,570.0,0.0,0.0,86.0,91.0,49.0,8.0,28.0,168.0,578.0,113.0,109.0,0.0,725.0,26.0,50.0,06,001,421200
06001421300,2011,"Census Tract 4213, Alameda County, California",3955.0,116200.0,871600.0,3140.0,0.0,0.0,387.0,14.0,73.0,163.0,178.0,49.0,75.0,39.0,169.0,785.0,132.0,91.0,0.0,915.0,11.0,25.0,06,001,421300
06001421400,2011,"Census Tract 4214, Alameda County, California",1707.0,132258.0,896700.0,1490.0,14.0,0.0,153.0,6.0,0.0,8.0,36.0,57.0,42.0,36.0,7.0,322.0,71.0,10.0,0.0,414.0,42.0,0.0,06,001,421400
06001421500,2011,"Census Tract 4215, Alameda County, California",3810.0,134875.0,912600.0,3097.0,44.0,16.0,337.0,0.0,11.0,145.0,176.0,110.0,38.0,95.0,120.0,821.0,107.0,60.0,0.0,1047.0,102.0,28.0,06,001,421500
06001421600,2011,"Census Tract 4216, Alameda County, California",3541.0,121111.0,901300.0,2726.0,60.0,6.0,456.0,0.0,33.0,141.0,125.0,114.0,143.0,45.0,136.0,675.0,145.0,81.0,0.0,1008.0,28.0,80.0,06,001,421600
06001421700,2011,"Census Tract 4217, Alameda County, California",3917.0,80491.0,699100.0,2322.0,286.0,8.0,802.0,0.0,75.0,84.0,348.0,48.0,76.0,79.0,54.0,752.0,117.0,67.0,0.0,898.0,244.0,66.0,06,001,421700
06001421800,2011,"Census Tract 4218, Alameda County, California",2085.0,82917.0,694100.0,1543.0,61.0,5.0,61.0,71.0,0.0,37.0,307.0,33.0,103.0,41.0,55.0,276.0,111.0,48.0,0.0,457.0,96.0,23.0,06,001,421800
06001421900,2011,"Census Tract 4219, Alameda County, California",3569.0,91774.0,652900.0,2081.0,225.0,0.0,649.0,0.0,0.0,257.0,357.0,103.0,107.0,56.0,80.0,872.0,134.0,35.0,0.0,824.0,87.0,37.0,06,001,421900
06001422000,2011,"Census Tract 4220, Alameda County, California",1409.0,49773.0,489400.0,523.0,300.0,0.0,277.0,0.0,0.0,159.0,150.0,9.0,78.0,6.0,18.0,143.0,103.0,9.0,0.0,240.0,45.0,0.0,06,001,422000
06001422100,2011,"Census Tract 4221, Alameda County, California",2268.0,43771.0,613600.0,786.0,371.0,0.0,447.0,0.0,0.0,35.0,629.0,54.0,69.0,42.0,86.0,301.0,67.0,10.0,11.0,561.0,125.0,0.0,06,001,422100
06001422200,2011,"Census Tract 4222, Alameda County, California",3014.0,54083.0,608800.0,1515.0,242.0,0.0,842.0,0.0,0.0,22.0,393.0,87.0,88.0,80.0,69.0,484.0,235.0,78.0,0.0,846.0,74.0,67.0,06,001,422200
06001422300,2011,"Census Tract 4223, Alameda County, California",3514.0,48776.0,638800.0,2243.0,102.0,0.0,652.0,51.0,31.0,177.0,258.0,41.0,110.0,52.0,18.0,749.0,185.0,17.0,0.0,778.0,216.0,158.0,06,001,422300
06001422400,2011,"Census Tract 4224, Alameda County, California",4623.0,39083.0,623000.0,2077.0,103.0,0.0,1877.0,0.0,13.0,217.0,336.0,41.0,161.0,107.0,94.0,1198.0,77.0,109.0,0.0,1065.0,415.0,37.0,06,001,422400
06001422500,2011,"Census Tract 4225, Alameda County, California",4254.0,45875.0,640300.0,2535.0,150.0,0.0,961.0,0.0,5.0,215.0,388.0,18.0,72.0,62.0,63.0,920.0,152.0,14.0,0.0,659.0,141.0,214.0,06,001,422500
06001422600,2011,"Census Tract 4226, Alameda County, California",1128.0,7273.0,1000001.0,340.0,10.0,11.0,531.0,0.0,0.0,53.0,183.0,11.0,0.0,0.0,10.0,248.0,112.0,0.0,0.0,48.0,44.0,44.0,06,001,422600
