geoid,year,NAME,B01001_001E,B19013_001E,B25077_001E,B03002_003E,B03002_004E,B02001_004E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,B08126_003E,B08126_006E,B08126_008E,B08126_009E,B08126_011E,B08126_012E,B08126_014E,B08126_015E,B06009_005E,B15001_017E,B15001_050E,state,county,tract
06075020900,2011,"Census Tract 209, San Francisco County, California",5002.0,53625.0,794600.0,1813.0,0.0,24.0,755.0,0.0,6.0,79.0,2343.0,87.0,438.0,115.0,129.0,511.0,532.0,41.0,0.0,1255.0,371.0,104.0,06,075,020900
06075021000,2011,"Census Tract 210, San Francisco County, California",4301.0,101000.0,777300.0,2782.0,0.0,12.0,702.0,0.0,4.0,47.0,766.0,9.0,348.0,240.0,191.0,530.0,273.0,61.0,0.0,1790.0,293.0,34.0,06,075,021000
06075021100,2011,"Census Tract 211, San Francisco County, California",4036.0,118792.0,1000001.0,2968.0,22.0,0.0,311.0,0.0,0.0,53.0,682.0,0.0,138.0,104.0,233.0,626.0,328.0,108.0,0.0,1044.0,171.0,81.0,06,075,021100
06075021200,2011,"Census Tract 212, San Francisco County, California",2966.0,126625.0,1000001.0,2511.0,19.0,12.0,193.0,0.0,0.0,97.0,146.0,66.0,70.0,145.0,178.0,391.0,71.0,144.0,0.0,889.0,96.0,25.0,06,075,021200
06075021300,2011,"Census Tract 213, San Francisco County, California",2529.0,108850.0,1000001.0,2060.0,0.0,9.0,178.0,0.0,11.0,99.0,172.0,49.0,81.0,62.0,172.0,258.0,115.0,103.0,0.0,671.0,79.0,48.0,06,075,021300
06075021400,2011,"Census Tract 214, San Francisco County, California",3383.0,112308.0,1000001.0,2460.0,30.0,15.0,302.0,0.0,0.0,249.0,342.0,18.0,90.0,136.0,199.0,482.0,257.0,77.0,0.0,1090.0,240.0,92.0,06,075,021400
06075021500,2011,"Census Tract 215, San Francisco County, California",5316.0,110625.0,964500.0,3165.0,162.0,0.0,621.0,0.0,0.0,124.0,1244.0,202.0,247.0,135.0,317.0,625.0,353.0,166.0,11.0,1508.0,230.0,66.0,06,075,021500
06075021600,2011,"Census Tract 216, San Francisco County, California",3980.0,88591.0,854400.0,2316.0,468.0,0.0,688.0,20.0,21.0,80.0,387.0,8.0,213.0,114.0,298.0,682.0,154.0,32.0,0.0,933.0,103.0,14.0,06,075,021600
06075021700,2011,"Census Tract 217, San Francisco County, California",3995.0,93019.0,858000.0,2397.0,196.0,0.0,823.0,0.0,0.0,133.0,446.0,95.0,184.0,89.0,219.0,702.0,41.0,91.0,0.0,985.0,62.0,0.0,06,075,021700
06075021800,2011,"Census Tract 218, San Francisco County, California",4186.0,102847.0,978600.0,2934.0,45.0,15.0,495.0,0.0,18.0,211.0,483.0,99.0,244.0,140.0,217.0,688.0,161.0,85.0,0.0,1198.0,55.0,27.0,06,075,021800
06075022600,2011,"Census Tract 226, San Francisco County, California",1481.0,135119.0,683300.0,885.0,70.0,25.0,319.0,0.0,10.0,93.0,79.0,50.0,74.0,32.0,90.0,190.0,15.0,23.0,0.0,654.0,207.0,8.0,06,075,022600
06075022702,2011,"Census Tract 227.02, San Francisco County, California",2235.0,142222.0,939900.0,1500.0,6.0,0.0,298.0,0.0,0.0,175.0,256.0,15.0,136.0,72.0,142.0,207.0,138.0,43.0,0.0,717.0,98.0,27.0,06,075,022702
06075022704,2011,"Census Tract 227.04, San Francisco County, California",3261.0,141379.0,896800.0,2477.0,0.0,10.0,435.0,0.0,25.0,119.0,205.0,213.0,224.0,151.0,106.0,357.0,155.0,20.0,0.0,1059.0,170.0,12.0,06,075,022704
06075022801,2011,"Census Tract 228.01, San Francisco County, California",4728.0,82679.0,651800.0,2184.0,174.0,0.0,661.0,12.0,10.0,113.0,1574.0,530.0,300.0,231.0,144.0,371.0,432.0,60.0,0.0,1089.0,244.0,48.0,06,075,022801
06075022802,2011,"Census Tract 228.02, San Francisco County, California",1859.0,69125.0,824300.0,873.0,53.0,23.0,384.0,0.0,0.0,28.0,498.0,10.0,40.0,99.0,44.0,192.0,163.0,39.0,0.0,479.0,85.0,28.0,06,075,022802
06075022803,2011,"Census Tract 228.03, San Francisco County, California",5019.0,73349.0,617200.0,1488.0,52.0,7.0,543.0,0.0,0.0,112.0,2824.0,153.0,366.0,102.0,128.0,566.0,898.0,9.0,0.0,1096.0,315.0,0.0,06,075,022803
06075022901,2011,"Census Tract 229.01, San Francisco County, California",3965.0,56446.0,667600.0,1353.0,260.0,12.0,461.0,0.0,0.0,45.0,1846.0,141.0,216.0,245.0,122.0,386.0,533.0,27.0,0.0,842.0,273.0,38.0,06,075,022901
06075022902,2011,"Census Tract 229.02, San Francisco County, California",2617.0,73821.0,651500.0,579.0,159.0,0.0,229.0,0.0,0.0,97.0,1553.0,47.0,79.0,25.0,54.0,305.0,283.0,48.0,0.0,307.0,59.0,17.0,06,075,022902
06075022903,2011,"Census Tract 229.03, San Francisco County, California",2981.0,71182.0,682600.0,944.0,94.0,52.0,460.0,0.0,0.0,99.0,1384.0,47.0,61.0,55.0,107.0,322.0,303.0,23.0,0.0,528.0,100.0,77.0,06,075,022903
06075023001,2011,"Census Tract 230.01, San Francisco County, California",5204.0,48724.0,540500.0,346.0,1160.0,29.0,2873.0,0.0,0.0,75.0,750.0,187.0,298.0,21.0,93.0,218.0,537.0,100.0,0.0,400.0,75.0,0.0,06,075,023001
06075023003,2011,"Census Tract 230.03, San Francisco County, California",3872.0,80906.0,582400.0,317.0,1220.0,21.0,1625.0,0.0,0.0,128.0,572.0,69.0,142.0,84.0,88.0,272.0,257.0,87.0,0.0,250.0,34.0,0.0,06,075,023003
06075023102,2011,"Census Tract 231.02, San Francisco County, California",3680.0,29774.0,409300.0,100.0,2366.0,0.0,459.0,38.0,0.0,25.0,692.0,69.0,157.0,28.0,91.0,365.0,80.0,15.0,0.0,165.0,80.0,13.0,06,075,023102
06075023103,2011,"Census Tract 231.03, San Francisco County, California",3656.0,21818.0,481000.0,210.0,2480.0,23.0,94.0,355.0,0.0,219.0,275.0,0.0,61.0,23.0,26.0,303.0,82.0,57.0,0.0,140.0,23.0,20.0,06,075,023103
06075023200,2011,"Census Tract 232, San Francisco County, California",4383.0,46250.0,474900.0,317.0,2031.0,174.0,452.0,0.0,0.0,17.0,1566.0,216.0,160.0,90.0,68.0,350.0,242.0,83.0,0.0,297.0,0.0,18.0,06,075,023200
06075023300,2011,"Census Tract 233, San Francisco County, California",2940.0,84145.0,556800.0,120.0,403.0,0.0,1885.0,0.0,0.0,31.0,501.0,165.0,188.0,60.0,44.0,205.0,186.0,131.0,0.0,221.0,46.0,46.0,06,075,023300
06075023400,2011,"Census Tract 234, San Francisco County, California",3689.0,37306.0,568500.0,152.0,635.0,31.0,481.0,37.0,24.0,34.0,2295.0,22.0,102.0,0.0,26.0,165.0,300.0,85.0,0.0,154.0,0.0,0.0,06,075,023400
06075025100,2011,"Census Tract 251, San Francisco County, California",3208.0,81351.0,775900.0,1917.0,145.0,27.0,386.0,0.0,0.0,132.0,628.0,68.0,118.0,95.0,29.0,381.0,314.0,76.0,0.0,769.0,104.0,25.0,06,075,025100
06075025200,2011,"Census Tract 252, San Francisco County, California",5520.0,109375.0,786400.0,2720.0,320.0,20.0,890.0,39.0,30.0,143.0,1358.0,160.0,206.0,183.0,136.0,615.0,692.0,101.0,0.0,1148.0,87.0,0.0,06,075,025200
06075025300,2011,"Census Tract 253, San Francisco County, California",5026.0,100200.0,749300.0,2403.0,283.0,26.0,417.0,12.0,18.0,98.0,1791.0,182.0,238.0,183.0,52.0,562.0,215.0,140.0,0.0,1142.0,263.0,29.0,06,075,025300
06075025401,2011,"Census Tract 254.01, San Francisco County, California",3609.0,69318.0,779700.0,1650.0,96.0,22.0,544.0,20.0,0.0,119.0,1180.0,124.0,115.0,158.0,170.0,454.0,366.0,64.0,0.0,842.0,47.0,11.0,06,075,025401
06075025402,2011,"Census Tract 254.02, San Francisco County, California",3137.0,75938.0,745800.0,1213.0,59.0,0.0,828.0,117.0,0.0,144.0,776.0,132.0,187.0,64.0,104.0,365.0,121.0,102.0,0.0,822.0,0.0,7.0,06,075,025402
06075025403,2011,"Census Tract 254.03, San Francisco County, California",4947.0,66298.0,719000.0,1048.0,244.0,87.0,1135.0,0.0,7.0,222.0,2238.0,125.0,198.0,132.0,118.0,493.0,358.0,57.0,0.0,777.0,82.0,20.0,06,075,025403
06075025500,2011,"Census Tract 255, San Francisco County, California",8584.0,86343.0,645400.0,2445.0,23.0,59.0,3268.0,0.0,24.0,86.0,2679.0,250.0,792.0,226.0,339.0,762.0,451.0,172.0,0.0,1531.0,279.0,128.0,06,075,025500
06075025600,2011,"Census Tract 256, San Francisco County, California",5735.0,66115.0,594800.0,858.0,112.0,9.0,3369.0,19.0,174.0,114.0,1089.0,330.0,221.0,86.0,132.0,601.0,398.0,95.0,9.0,737.0,54.0,28.0,06,075,025600
06075025701,2011,"Census Tract 257.01, San Francisco County, California",4361.0,83103.0,591200.0,1046.0,52.0,35.0,2677.0,0.0,0.0,27.0,524.0,283.0,536.0,25.0,165.0,475.0,238.0,54.0,0.0,524.0,178.0,21.0,06,075,025701
06075025702,2011,"Census Tract 257.02, San Francisco County, California",3656.0,60885.0,598300.0,680.0,71.0,0.0,2109.0,0.0,0.0,114.0,682.0,179.0,61.0,16.0,80.0,278.0,212.0,110.0,30.0,478.0,114.0,14.0,06,075,025702
06075025800,2011,"Census Tract 258, San Francisco County, California",2048.0,48264.0,609000.0,215.0,103.0,6.0,1163.0,0.0,0.0,21.0,540.0,44.0,163.0,54.0,45.0,155.0,99.0,43.0,0.0,164.0,22.0,8.0,06,075,025800
06075025900,2011,"Census Tract 259, San Francisco County, California",4398.0,90556.0,693300.0,824.0,639.0,0.0,1930.0,0.0,29.0,132.0,844.0,22.0,367.0,80.0,165.0,408.0,227.0,101.0,0.0,563.0,78.0,53.0,06,075,025900
06075026001,2011,"Census Tract 260.01, San Francisco County, California",5832.0,77273.0,650100.0,750.0,36.0,48.0,2368.0,11.0,0.0,92.0,2575.0,220.0,330.0,97.0,108.0,509.0,567.0,99.0,0.0,823.0,118.0,43.0,06,075,026001
06075026002,2011,"Census Tract 260.02, San Francisco County, California",4103.0,65921.0,595400.0,1271.0,86.0,19.0,1351.0,0.0,0.0,23.0,1364.0,124.0,84.0,46.0,79.0,409.0,355.0,76.0,0.0,452.0,57.0,36.0,06,075,026002
06075026003,2011,"Census Tract 260.03, San Francisco County, California",4441.0,65055.0,606200.0,665.0,33.0,30.0,1149.0,0.0,70.0,15.0,2479.0,164.0,229.0,37.0,153.0,245.0,335.0,105.0,0.0,470.0,97.0,0.0,06,075,026003
06075026004,2011,"Census Tract 260.04, San Francisco County, California",4319.0,72390.0,625000.0,456.0,35.0,49.0,2042.0,0.0,0.0,40.0,1742.0,65.0,264.0,49.0,43.0,568.0,234.0,45.0,0.0,576.0,85.0,58.0,06,075,026004
06075026100,2011,"Census Tract 261, San Francisco County, California",6582.0,68897.0,613000.0,889.0,56.0,30.0,3720.0,12.0,0.0,73.0,1802.0,345.0,270.0,18.0,206.0,743.0,439.0,75.0,0.0,935.0,169.0,88.0,06,075,026100
06075026200,2011,"Census Tract 262, San Francisco County, California",7483.0,83750.0,625000.0,771.0,146.0,19.0,4369.0,0.0,0.0,61.0,2117.0,266.0,558.0,0.0,278.0,723.0,408.0,104.0,0.0,1157.0,184.0,79.0,06,075,026200
06075026301,2011,"Census Tract 263.01, San Francisco County, California",4411.0,59333.0,580400.0,533.0,71.0,1.0,2835.0,0.0,0.0,94.0,877.0,62.0,135.0,70.0,188.0,462.0,299.0,68.0,0.0,614.0,154.0,60.0,06,075,026301
06075026302,2011,"Census Tract 263.02, San Francisco County, California",4725.0,60915.0,592000.0,816.0,237.0,119.0,2295.0,90.0,19.0,138.0,1130.0,191.0,223.0,67.0,152.0,584.0,191.0,81.0,0.0,769.0,75.0,41.0,06,075,026302
06075026303,2011,"Census Tract 263.03, San Francisco County, California",5204.0,84583.0,578600.0,517.0,171.0,9.0,2941.0,147.0,0.0,25.0,1403.0,110.0,201.0,33.0,111.0,541.0,506.0,248.0,0.0,608.0,85.0,88.0,06,075,026303
06075026401,2011,"Census Tract 264.01, San Francisco County, California",4186.0,49821.0,499200.0,84.0,558.0,0.0,2839.0,12.0,0.0,75.0,618.0,100.0,219.0,52.0,90.0,299.0,439.0,30.0,0.0,323.0,52.0,0.0,06,075,026401
06075026402,2011,"Census Tract 264.02, San Francisco County, California",4192.0,59743.0,534600.0,532.0,636.0,50.0,2413.0,0.0,0.0,113.0,448.0,175.0,160.0,87.0,96.0,346.0,439.0,162.0,0.0,533.0,91.0,46.0,06,075,026402
06075026403,2011,"Census Tract 264.03, San Francisco County, California",4087.0,40313.0,553600.0,183.0,124.0,68.0,3033.0,0.0,0.0,10.0,731.0,164.0,314.0,53.0,41.0,322.0,421.0,55.0,0.0,354.0,117.0,30.0,06,075,026403
06075026404,2011,"Census Tract 264.04, San Francisco County, California",2708.0,44219.0,465900.0,12.0,532.0,3.0,1260.0,82.0,0.0,91.0,728.0,20.0,31.0,39.0,89.0,199.0,166.0,63.0,13.0,83.0,0.0,28.0,06,075,026404
06075030101,2011,"Census Tract 301.01, San Francisco County, California",4549.0,92969.0,822100.0,2669.0,28.0,0.0,999.0,0.0,94.0,432.0,327.0,20.0,236.0,48.0,140.0,1017.0,154.0,121.0,0.0,1280.0,244.0,150.0,06,075,030101
06075030102,2011,"Census Tract 301.02, San Francisco County, California",5000.0,94558.0,936700.0,3042.0,83.0,46.0,1143.0,26.0,65.0,304.0,291.0,15.0,188.0,199.0,400.0,1063.0,266.0,98.0,0.0,1243.0,332.0,146.0,06,075,030102
06075030201,2011,"Census Tract 302.01, San Francisco County, California",4231.0,76442.0,885500.0,2098.0,28.0,0.0,1740.0,51.0,8.0,68.0,238.0,43.0,225.0,117.0,261.0,608.0,245.0,79.0,0.0,1082.0,230.0,133.0,06,075,030201
06075030202,2011,"Census Tract 302.02, San Francisco County, California",4402.0,77165.0,822300.0,2746.0,138.0,0.0,1029.0,0.0,6.0,284.0,199.0,241.0,91.0,88.0,90.0,1043.0,179.0,80.0,0.0,1487.0,418.0,99.0,06,075,030202
06075030301,2011,"Census Tract 303.01, San Francisco County, California",5687.0,92976.0,882600.0,2720.0,79.0,10.0,2415.0,0.0,22.0,128.0,313.0,99.0,288.0,146.0,198.0,829.0,249.0,119.0,37.0,1821.0,342.0,49.0,06,075,030301
06075030302,2011,"Census Tract 303.02, San Francisco County, California",3773.0,125077.0,881300.0,2231.0,16.0,22.0,1229.0,0.0,0.0,136.0,139.0,93.0,145.0,81.0,93.0,388.0,184.0,57.0,0.0,925.0,45.0,38.0,06,075,030302
06075030400,2011,"Census Tract 304, San Francisco County, California",5206.0,122159.0,1000001.0,2693.0,19.0,0.0,1941.0,0.0,133.0,282.0,138.0,98.0,118.0,118.0,289.0,551.0,264.0,100.0,0.0,1511.0,174.0,36.0,06,075,030400
06075030500,2011,"Census Tract 305, San Francisco County, California",3365.0,110114.0,847500.0,1674.0,358.0,30.0,761.0,2.0,0.0,145.0,420.0,63.0,39.0,93.0,65.0,240.0,92.0,94.0,9.0,777.0,60.0,0.0,06,075,030500
06075030600,2011,"Census Tract 306, San Francisco County, California",2041.0,141875.0,967900.0,1413.0,31.0,0.0,336.0,0.0,0.0,65.0,196.0,139.0,39.0,31.0,105.0,234.0,69.0,64.0,0.0,492.0,12.0,0.0,06,075,030600
06075030700,2011,"Census Tract 307, San Francisco County, California",6575.0,131840.0,851300.0,3401.0,90.0,6.0,1805.0,0.0,59.0,365.0,849.0,68.0,242.0,144.0,364.0,1022.0,324.0,119.0,0.0,1679.0,186.0,0.0,06,075,030700
06075030800,2011,"Census Tract 308, San Francisco County, California",5544.0,130347.0,1000001.0,2773.0,30.0,0.0,2045.0,15.0,78.0,148.0,455.0,90.0,310.0,61.0,459.0,499.0,406.0,116.0,0.0,1576.0,169.0,48.0,06,075,030800
06075030900,2011,"Census Tract 309, San Francisco County, California",6560.0,147759.0,1000001.0,3967.0,226.0,0.0,1658.0,16.0,0.0,182.0,511.0,185.0,186.0,109.0,293.0,754.0,186.0,205.0,0.0,1805.0,176.0,64.0,06,075,030900
06075031000,2011,"Census Tract 310, San Francisco County, California",3292.0,96509.0,786300.0,1575.0,132.0,0.0,935.0,0.0,58.0,124.0,468.0,139.0,168.0,73.0,148.0,344.0,112.0,85.0,0.0,835.0,93.0,16.0,06,075,031000
06075010100,2011,"Census Tract 101, San Francisco County, California",3851.0,60584.0,718800.0,1387.0,346.0,11.0,1507.0,0.0,0.0,236.0,375.0,48.0,250.0,65.0,338.0,291.0,199.0,38.0,0.0,984.0,234.0,80.0,06,075,010100
06075010200,2011,"Census Tract 102, San Francisco County, California",4128.0,96370.0,1000001.0,3262.0,44.0,0.0,382.0,0.0,0.0,38.0,402.0,32.0,162.0,100.0,410.0,355.0,224.0,28.0,0.0,1556.0,261.0,61.0,06,075,010200
06075010300,2011,"Census Tract 103, San Francisco County, California",4254.0,99531.0,973500.0,2460.0,82.0,0.0,1443.0,0.0,0.0,19.0,250.0,80.0,86.0,126.0,259.0,285.0,236.0,97.0,0.0,1106.0,419.0,461.0,06,075,010300
06075010400,2011,"Census Tract 104, San Francisco County, California",4531.0,89837.0,818100.0,2731.0,1.0,0.0,1210.0,0.0,51.0,102.0,436.0,21.0,283.0,129.0,458.0,579.0,152.0,137.0,0.0,1545.0,208.0,61.0,06,075,010400
06075010500,2011,"Census Tract 105, San Francisco County, California",2495.0,113281.0,995000.0,1590.0,19.0,0.0,557.0,0.0,47.0,131.0,151.0,20.0,17.0,67.0,320.0,291.0,97.0,72.0,0.0,781.0,46.0,45.0,06,075,010500
06075010600,2011,"Census Tract 106, San Francisco County, California",3963.0,26250.0,1000001.0,1080.0,53.0,0.0,2474.0,0.0,0.0,62.0,294.0,72.0,172.0,29.0,195.0,263.0,609.0,94.0,0.0,795.0,303.0,15.0,06,075,010600
06075010700,2011,"Census Tract 107, San Francisco County, California",5752.0,24626.0,966800.0,873.0,210.0,10.0,4473.0,0.0,0.0,0.0,186.0,66.0,243.0,69.0,181.0,454.0,367.0,219.0,20.0,968.0,278.0,51.0,06,075,010700
06075010800,2011,"Census Tract 108, San Francisco County, California",4819.0,79932.0,943500.0,2280.0,70.0,17.0,2260.0,0.0,0.0,128.0,64.0,148.0,369.0,45.0,343.0,335.0,407.0,132.0,0.0,1872.0,296.0,138.0,06,075,010800
06075010900,2011,"Census Tract 109, San Francisco County, California",4564.0,104205.0,912200.0,2945.0,48.0,101.0,1105.0,0.0,29.0,106.0,230.0,40.0,262.0,310.0,446.0,369.0,190.0,133.0,0.0,1604.0,497.0,211.0,06,075,010900
06075011000,2011,"Census Tract 110, San Francisco County, California",5551.0,56143.0,750000.0,2009.0,85.0,0.0,2988.0,0.0,0.0,33.0,436.0,116.0,361.0,108.0,385.0,373.0,604.0,32.0,0.0,1307.0,467.0,250.0,06,075,011000
06075011100,2011,"Census Tract 111, San Francisco County, California",5146.0,60420.0,721300.0,2254.0,76.0,17.0,1989.0,0.0,16.0,96.0,708.0,23.0,231.0,166.0,812.0,344.0,472.0,90.0,0.0,1676.0,224.0,182.0,06,075,011100
06075011200,2011,"Census Tract 112, San Francisco County, California",3333.0,73265.0,1000001.0,1835.0,0.0,1.0,1272.0,30.0,0.0,61.0,134.0,58.0,117.0,9.0,410.0,193.0,243.0,66.0,0.0,1182.0,313.0,96.0,06,075,011200
06075011300,2011,"Census Tract 113, San Francisco County, California",3331.0,19529.0,675500.0,408.0,30.0,18.0,2803.0,6.0,0.0,25.0,41.0,40.0,134.0,26.0,63.0,310.0,223.0,45.0,0.0,480.0,102.0,21.0,06,075,011300
06075011700,2011,"Census Tract 117, San Francisco County, California",1422.0,27311.0,1000001.0,604.0,175.0,0.0,500.0,0.0,0.0,88.0,55.0,13.0,146.0,35.0,73.0,123.0,29.0,0.0,0.0,330.0,39.0,0.0,06,075,011700
06075011800,2011,"Census Tract 118, San Francisco County, California",1724.0,25462.0,1000001.0,83.0,4.0,8.0,1626.0,0.0,0.0,3.0,0.0,33.0,73.0,12.0,92.0,48.0,216.0,15.0,0.0,141.0,29.0,0.0,06,075,011800
06075011901,2011,"Census Tract 119.01, San Francisco County, California",2248.0,54059.0,501600.0,1130.0,130.0,0.0,641.0,0.0,15.0,77.0,255.0,22.0,184.0,26.0,240.0,191.0,256.0,97.0,0.0,647.0,29.0,66.0,06,075,011901
06075011902,2011,"Census Tract 119.02, San Francisco County, California",2628.0,47012.0,1000001.0,1173.0,17.0,56.0,767.0,26.0,19.0,94.0,532.0,41.0,239.0,64.0,204.0,172.0,511.0,45.0,0.0,831.0,240.0,17.0,06,075,011902
