geoid,year,NAME,B01001_001E,B19013_001E,B25077_001E,B03002_003E,B03002_004E,B02001_004E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,B08126_003E,B08126_006E,B08126_008E,B08126_009E,B08126_011E,B08126_012E,B08126_014E,B08126_015E,B06009_005E,B15001_017E,B15001_050E,state,county,tract
06075020500,2012,"Census Tract 205, San Francisco County, California",2405.0,94875.0,1000001.0,1841.0,15.0,14.0,244.0,0.0,12.0,91.0,188.0,53.0,141.0,98.0,201.0,228.0,172.0,27.0,0.0,731.0,66.0,80.0,06,075,020500
06075020600,2012,"Census Tract 206, San Francisco County, California",4605.0,111489.0,1000001.0,3444.0,137.0,39.0,283.0,1.0,15.0,57.0,629.0,12.0,470.0,366.0,384.0,443.0,218.0,115.0,0.0,1584.0,234.0,13.0,06,075,020600
06075020700,2012,"Census Tract 207, San Francisco County, California",5709.0,108235.0,920900.0,3795.0,59.0,18.0,517.0,0.0,0.0,322.0,998.0,65.0,384.0,388.0,246.0,510.0,421.0,102.0,0.0,2243.0,443.0,87.0,06,075,020700
06075020800,2012,"Census Tract 208, San Francisco County, California",6470.0,63785.0,848100.0,1926.0,188.0,103.0,883.0,0.0,34.0,100.0,3276.0,398.0,439.0,164.0,60.0,480.0,931.0,41.0,0.0,1246.0,318.0,137.0,06,075,020800
06075020900,2012,"Census Tract 209, San Francisco County, California",4944.0,56212.0,759500.0,1797.0,0.0,92.0,673.0,0.0,13.0,87.0,2367.0,59.0,454.0,139.0,104.0,463.0,569.0,45.0,0.0,1145.0,328.0,93.0,06,075,020900
06075021000,2012,"Census Tract 210, San Francisco County, California",4142.0,90399.0,857600.0,2650.0,1.0,14.0,682.0,0.0,3.0,63.0,743.0,15.0,292.0,177.0,189.0,608.0,284.0,58.0,0.0,1698.0,292.0,48.0,06,075,021000
06075021100,2012,"Census Tract 211, San Francisco County, California",3992.0,117115.0,1000001.0,2849.0,42.0,0.0,330.0,0.0,0.0,0.0,771.0,0.0,180.0,132.0,180.0,695.0,178.0,141.0,0.0,953.0,153.0,53.0,06,075,021100
06075021200,2012,"Census Tract 212, San Francisco County, California",2837.0,129965.0,1000001.0,2344.0,12.0,11.0,190.0,0.0,0.0,119.0,172.0,63.0,85.0,87.0,163.0,282.0,79.0,127.0,0.0,832.0,107.0,21.0,06,075,021200
06075021300,2012,"Census Tract 213, San Francisco County, California",2510.0,128125.0,1000001.0,2050.0,0.0,9.0,174.0,0.0,11.0,95.0,171.0,49.0,94.0,77.0,120.0,252.0,85.0,78.0,0.0,695.0,126.0,46.0,06,075,021300
06075021400,2012,"Census Tract 214, San Francisco County, California",3519.0,122188.0,1000001.0,2465.0,16.0,15.0,392.0,0.0,0.0,227.0,419.0,27.0,99.0,115.0,179.0,565.0,306.0,69.0,0.0,1125.0,231.0,77.0,06,075,021400
06075021500,2012,"Census Tract 215, San Francisco County, California",5626.0,109768.0,975300.0,3311.0,137.0,0.0,665.0,13.0,0.0,124.0,1376.0,188.0,188.0,166.0,318.0,653.0,374.0,172.0,11.0,1556.0,225.0,27.0,06,075,021500
06075021600,2012,"Census Tract 216, San Francisco County, California",3919.0,85887.0,883800.0,2322.0,535.0,0.0,688.0,20.0,13.0,25.0,316.0,0.0,227.0,144.0,276.0,658.0,114.0,53.0,0.0,943.0,130.0,11.0,06,075,021600
06075021700,2012,"Census Tract 217, San Francisco County, California",3713.0,87993.0,832200.0,1994.0,188.0,8.0,823.0,0.0,0.0,222.0,478.0,74.0,121.0,93.0,189.0,567.0,81.0,110.0,0.0,1064.0,99.0,0.0,06,075,021700
06075021800,2012,"Census Tract 218, San Francisco County, California",4189.0,108958.0,961000.0,2934.0,55.0,14.0,466.0,0.0,22.0,241.0,471.0,105.0,277.0,147.0,193.0,582.0,169.0,97.0,0.0,1137.0,64.0,29.0,06,075,021800
06075022600,2012,"Census Tract 226, San Francisco County, California",1599.0,129122.0,703700.0,1000.0,137.0,40.0,301.0,0.0,9.0,29.0,83.0,46.0,104.0,36.0,122.0,143.0,24.0,36.0,0.0,745.0,234.0,10.0,06,075,022600
06075022702,2012,"Census Tract 227.02, San Francisco County, California",2167.0,140000.0,960200.0,1464.0,35.0,0.0,298.0,0.0,0.0,126.0,244.0,19.0,144.0,79.0,147.0,194.0,123.0,34.0,0.0,715.0,113.0,0.0,06,075,022702
06075022704,2012,"Census Tract 227.04, San Francisco County, California",3095.0,143846.0,859100.0,2218.0,36.0,11.0,517.0,0.0,39.0,152.0,133.0,198.0,234.0,168.0,107.0,300.0,108.0,27.0,0.0,1124.0,190.0,12.0,06,075,022704
06075022801,2012,"Census Tract 228.01, San Francisco County, California",4468.0,85275.0,659600.0,2104.0,195.0,0.0,496.0,11.0,58.0,163.0,1441.0,147.0,217.0,276.0,127.0,376.0,343.0,54.0,0.0,1104.0,248.0,32.0,06,075,022801
06075022802,2012,"Census Tract 228.02, San Francisco County, California",2072.0,55505.0,823600.0,887.0,103.0,20.0,312.0,0.0,19.0,55.0,676.0,67.0,63.0,73.0,30.0,196.0,158.0,10.0,0.0,475.0,99.0,31.0,06,075,022802
06075022803,2012,"Census Tract 228.03, San Francisco County, California",4876.0,72941.0,587800.0,1521.0,94.0,27.0,491.0,0.0,0.0,145.0,2625.0,93.0,419.0,151.0,130.0,507.0,938.0,43.0,0.0,1021.0,245.0,7.0,06,075,022803
06075022901,2012,"Census Tract 229.01, San Francisco County, California",4497.0,61875.0,673200.0,1208.0,261.0,34.0,324.0,0.0,0.0,47.0,2657.0,164.0,198.0,208.0,132.0,411.0,600.0,25.0,0.0,789.0,289.0,19.0,06,075,022901
06075022902,2012,"Census Tract 229.02, San Francisco County, California",2507.0,76507.0,664400.0,805.0,301.0,0.0,171.0,0.0,0.0,36.0,1194.0,52.0,79.0,34.0,35.0,382.0,228.0,25.0,0.0,437.0,56.0,2.0,06,075,022902
06075022903,2012,"Census Tract 229.03, San Francisco County, California",2985.0,64439.0,672700.0,926.0,73.0,54.0,394.0,0.0,0.0,116.0,1476.0,86.0,70.0,81.0,69.0,347.0,188.0,41.0,0.0,516.0,72.0,108.0,06,075,022903
06075023001,2012,"Census Tract 230.01, San Francisco County, California",5247.0,50967.0,524600.0,375.0,1150.0,20.0,2874.0,0.0,0.0,111.0,737.0,150.0,333.0,29.0,60.0,304.0,474.0,127.0,0.0,402.0,74.0,16.0,06,075,023001
06075023003,2012,"Census Tract 230.03, San Francisco County, California",3947.0,79512.0,527100.0,384.0,1320.0,25.0,1391.0,0.0,0.0,175.0,664.0,107.0,193.0,60.0,95.0,360.0,189.0,42.0,0.0,271.0,27.0,0.0,06,075,023003
06075023102,2012,"Census Tract 231.02, San Francisco County, California",3674.0,30754.0,389200.0,116.0,2317.0,0.0,372.0,72.0,0.0,26.0,771.0,59.0,130.0,0.0,66.0,353.0,102.0,26.0,0.0,221.0,61.0,38.0,06,075,023102
06075023103,2012,"Census Tract 231.03, San Francisco County, California",3766.0,19794.0,418800.0,193.0,2560.0,25.0,71.0,357.0,0.0,322.0,238.0,0.0,43.0,33.0,33.0,313.0,111.0,36.0,0.0,172.0,55.0,19.0,06,075,023103
06075023200,2012,"Census Tract 232, San Francisco County, California",4397.0,41476.0,437400.0,294.0,2057.0,169.0,515.0,0.0,0.0,9.0,1522.0,261.0,123.0,62.0,63.0,244.0,185.0,114.0,0.0,305.0,0.0,18.0,06,075,023200
06075023300,2012,"Census Tract 233, San Francisco County, California",3132.0,82321.0,534200.0,90.0,428.0,0.0,1952.0,0.0,0.0,37.0,625.0,203.0,186.0,60.0,71.0,237.0,190.0,120.0,0.0,308.0,74.0,28.0,06,075,023300
06075023400,2012,"Census Tract 234, San Francisco County, California",3754.0,50650.0,558300.0,187.0,745.0,39.0,766.0,53.0,30.0,41.0,1893.0,35.0,62.0,5.0,37.0,155.0,295.0,84.0,0.0,241.0,44.0,7.0,06,075,023400
06075025100,2012,"Census Tract 251, San Francisco County, California",3198.0,85282.0,738400.0,1625.0,159.0,0.0,613.0,0.0,0.0,71.0,730.0,73.0,161.0,57.0,33.0,423.0,224.0,94.0,0.0,815.0,59.0,27.0,06,075,025100
06075025200,2012,"Census Tract 252, San Francisco County, California",5766.0,123500.0,794600.0,2987.0,312.0,24.0,604.0,30.0,11.0,226.0,1572.0,122.0,244.0,165.0,97.0,718.0,934.0,78.0,0.0,1200.0,154.0,0.0,06,075,025200
06075025300,2012,"Census Tract 253, San Francisco County, California",4812.0,102813.0,743100.0,2408.0,285.0,20.0,493.0,0.0,31.0,120.0,1475.0,199.0,278.0,184.0,31.0,582.0,157.0,186.0,0.0,1102.0,245.0,39.0,06,075,025300
06075025401,2012,"Census Tract 254.01, San Francisco County, California",3510.0,67984.0,770200.0,1406.0,147.0,18.0,426.0,13.0,0.0,149.0,1369.0,152.0,118.0,141.0,146.0,370.0,411.0,51.0,0.0,676.0,78.0,13.0,06,075,025401
06075025402,2012,"Census Tract 254.02, San Francisco County, California",3108.0,86167.0,724400.0,1370.0,56.0,0.0,817.0,121.0,0.0,187.0,557.0,96.0,191.0,116.0,103.0,359.0,116.0,108.0,0.0,924.0,0.0,6.0,06,075,025402
06075025403,2012,"Census Tract 254.03, San Francisco County, California",5385.0,74500.0,698300.0,1246.0,173.0,22.0,1471.0,0.0,0.0,202.0,2293.0,100.0,247.0,93.0,161.0,551.0,467.0,67.0,0.0,884.0,94.0,0.0,06,075,025403
06075025500,2012,"Census Tract 255, San Francisco County, California",8731.0,86526.0,636100.0,2144.0,27.0,58.0,3168.0,0.0,17.0,36.0,3281.0,329.0,865.0,250.0,396.0,787.0,536.0,214.0,0.0,1406.0,289.0,109.0,06,075,025500
06075025600,2012,"Census Tract 256, San Francisco County, California",5719.0,69556.0,597600.0,1042.0,69.0,9.0,3223.0,21.0,136.0,130.0,1098.0,273.0,207.0,74.0,158.0,642.0,462.0,122.0,6.0,763.0,82.0,23.0,06,075,025600
06075025701,2012,"Census Tract 257.01, San Francisco County, California",4442.0,78922.0,589500.0,1082.0,86.0,42.0,2701.0,5.0,0.0,28.0,498.0,227.0,458.0,33.0,132.0,528.0,164.0,82.0,0.0,589.0,198.0,0.0,06,075,025701
06075025702,2012,"Census Tract 257.02, San Francisco County, California",3889.0,65047.0,595600.0,635.0,85.0,0.0,2278.0,0.0,0.0,129.0,762.0,114.0,121.0,38.0,122.0,365.0,293.0,85.0,26.0,389.0,104.0,14.0,06,075,025702
06075025800,2012,"Census Tract 258, San Francisco County, California",2044.0,53274.0,594100.0,162.0,133.0,7.0,1241.0,0.0,0.0,23.0,478.0,33.0,148.0,34.0,34.0,167.0,120.0,28.0,0.0,168.0,16.0,9.0,06,075,025800
06075025900,2012,"Census Tract 259, San Francisco County, California",4248.0,90409.0,680500.0,742.0,549.0,0.0,1864.0,0.0,48.0,137.0,908.0,68.0,417.0,89.0,171.0,487.0,189.0,129.0,0.0,694.0,114.0,49.0,06,075,025900
06075026001,2012,"Census Tract 260.01, San Francisco County, California",5734.0,78225.0,596300.0,687.0,88.0,61.0,2272.0,77.0,0.0,139.0,2471.0,204.0,330.0,133.0,117.0,565.0,569.0,90.0,0.0,769.0,136.0,51.0,06,075,026001
06075026002,2012,"Census Tract 260.02, San Francisco County, California",3747.0,59007.0,590100.0,1129.0,92.0,5.0,1052.0,0.0,0.0,24.0,1445.0,80.0,131.0,65.0,139.0,324.0,306.0,112.0,0.0,475.0,56.0,39.0,06,075,026002
06075026003,2012,"Census Tract 260.03, San Francisco County, California",4506.0,62574.0,596900.0,560.0,31.0,35.0,1293.0,3.0,50.0,83.0,2451.0,129.0,196.0,37.0,156.0,283.0,432.0,54.0,0.0,497.0,77.0,0.0,06,075,026003
06075026004,2012,"Census Tract 260.04, San Francisco County, California",4454.0,73700.0,592700.0,555.0,61.0,0.0,2346.0,0.0,0.0,32.0,1460.0,129.0,243.0,66.0,71.0,496.0,355.0,51.0,0.0,600.0,58.0,22.0,06,075,026004
06075026100,2012,"Census Tract 261, San Francisco County, California",6567.0,68889.0,602500.0,1037.0,64.0,0.0,3682.0,26.0,0.0,173.0,1585.0,298.0,355.0,12.0,201.0,636.0,365.0,134.0,0.0,961.0,175.0,70.0,06,075,026100
06075026200,2012,"Census Tract 262, San Francisco County, California",7306.0,79375.0,624800.0,670.0,125.0,17.0,4415.0,0.0,0.0,36.0,2043.0,165.0,496.0,38.0,304.0,639.0,480.0,110.0,0.0,1057.0,147.0,93.0,06,075,026200
06075026301,2012,"Census Tract 263.01, San Francisco County, California",4488.0,58125.0,578900.0,509.0,55.0,1.0,2864.0,22.0,0.0,100.0,937.0,108.0,175.0,80.0,196.0,492.0,223.0,109.0,0.0,721.0,181.0,56.0,06,075,026301
06075026302,2012,"Census Tract 263.02, San Francisco County, California",4754.0,64449.0,567200.0,645.0,270.0,99.0,2749.0,67.0,0.0,125.0,898.0,153.0,221.0,51.0,177.0,549.0,306.0,55.0,0.0,726.0,103.0,44.0,06,075,026302
06075026303,2012,"Census Tract 263.03, San Francisco County, California",5623.0,82727.0,565100.0,462.0,220.0,11.0,3061.0,240.0,0.0,55.0,1585.0,129.0,282.0,32.0,136.0,468.0,462.0,260.0,0.0,535.0,74.0,96.0,06,075,026303
06075026401,2012,"Census Tract 264.01, San Francisco County, California",4107.0,46454.0,466100.0,119.0,618.0,0.0,2742.0,7.0,0.0,71.0,550.0,80.0,154.0,34.0,96.0,352.0,317.0,67.0,0.0,352.0,35.0,7.0,06,075,026401
06075026402,2012,"Census Tract 264.02, San Francisco County, California",4331.0,68409.0,521500.0,617.0,556.0,46.0,2478.0,0.0,0.0,156.0,478.0,166.0,130.0,107.0,94.0,501.0,450.0,151.0,0.0,705.0,144.0,60.0,06,075,026402
06075026403,2012,"Census Tract 264.03, San Francisco County, California",3899.0,39875.0,541500.0,155.0,128.0,73.0,2831.0,0.0,0.0,75.0,701.0,172.0,192.0,36.0,61.0,332.0,415.0,75.0,0.0,367.0,90.0,20.0,06,075,026403
06075026404,2012,"Census Tract 264.04, San Francisco County, California",2646.0,43444.0,446000.0,7.0,475.0,4.0,1220.0,91.0,0.0,114.0,735.0,22.0,45.0,39.0,92.0,177.0,198.0,67.0,21.0,94.0,0.0,33.0,06,075,026404
06075030101,2012,"Census Tract 301.01, San Francisco County, California",4787.0,81495.0,827300.0,2983.0,80.0,0.0,1166.0,0.0,0.0,205.0,353.0,10.0,244.0,66.0,123.0,1179.0,338.0,146.0,0.0,1390.0,357.0,118.0,06,075,030101
06075030102,2012,"Census Tract 301.02, San Francisco County, California",4998.0,101755.0,932200.0,2930.0,99.0,65.0,1264.0,12.0,58.0,271.0,299.0,15.0,174.0,184.0,307.0,934.0,229.0,85.0,0.0,1394.0,306.0,149.0,06,075,030102
06075030201,2012,"Census Tract 302.01, San Francisco County, California",4202.0,78797.0,881100.0,2363.0,42.0,0.0,1457.0,37.0,12.0,83.0,208.0,76.0,189.0,144.0,274.0,677.0,280.0,133.0,0.0,1129.0,218.0,123.0,06,075,030201
06075030202,2012,"Census Tract 302.02, San Francisco County, California",4351.0,75820.0,828900.0,2861.0,49.0,0.0,865.0,0.0,0.0,343.0,233.0,205.0,137.0,155.0,82.0,904.0,177.0,83.0,0.0,1577.0,497.0,76.0,06,075,030202
06075030301,2012,"Census Tract 303.01, San Francisco County, California",5950.0,90841.0,868000.0,2977.0,52.0,0.0,2389.0,0.0,20.0,101.0,411.0,132.0,241.0,117.0,217.0,1118.0,305.0,49.0,0.0,1951.0,428.0,34.0,06,075,030301
06075030302,2012,"Census Tract 303.02, San Francisco County, California",3732.0,125294.0,864000.0,1808.0,29.0,29.0,1498.0,0.0,0.0,131.0,237.0,71.0,95.0,96.0,122.0,412.0,136.0,57.0,0.0,992.0,125.0,98.0,06,075,030302
06075030400,2012,"Census Tract 304, San Francisco County, California",5294.0,140500.0,999700.0,2754.0,35.0,6.0,1918.0,0.0,98.0,306.0,177.0,95.0,251.0,107.0,282.0,571.0,247.0,59.0,0.0,1344.0,122.0,41.0,06,075,030400
06075030500,2012,"Census Tract 305, San Francisco County, California",3137.0,111703.0,834700.0,1669.0,299.0,34.0,640.0,1.0,0.0,164.0,347.0,55.0,28.0,57.0,83.0,196.0,126.0,121.0,16.0,743.0,60.0,8.0,06,075,030500
06075030600,2012,"Census Tract 306, San Francisco County, California",2112.0,139375.0,928700.0,1300.0,34.0,0.0,495.0,0.0,9.0,85.0,189.0,110.0,27.0,40.0,129.0,200.0,47.0,65.0,0.0,507.0,15.0,0.0,06,075,030600
06075030700,2012,"Census Tract 307, San Francisco County, California",6672.0,127175.0,839100.0,3244.0,105.0,0.0,1788.0,0.0,0.0,356.0,1179.0,37.0,221.0,72.0,390.0,1048.0,282.0,109.0,0.0,1577.0,179.0,0.0,06,075,030700
06075030800,2012,"Census Tract 308, San Francisco County, California",5260.0,129792.0,1000001.0,2425.0,49.0,0.0,1911.0,22.0,83.0,336.0,434.0,107.0,194.0,96.0,330.0,541.0,329.0,144.0,0.0,1669.0,168.0,44.0,06,075,030800
06075030900,2012,"Census Tract 309, San Francisco County, California",6317.0,140213.0,986100.0,2856.0,142.0,0.0,2531.0,43.0,0.0,155.0,590.0,141.0,275.0,46.0,296.0,780.0,191.0,204.0,0.0,1579.0,185.0,62.0,06,075,030900
06075031000,2012,"Census Tract 310, San Francisco County, California",3413.0,97222.0,801800.0,1519.0,209.0,0.0,921.0,0.0,96.0,176.0,492.0,84.0,161.0,63.0,180.0,461.0,100.0,62.0,0.0,910.0,107.0,0.0,06,075,031000
06075031100,2012,"Census Tract 311, San Francisco County, California",6672.0,106490.0,699700.0,2861.0,488.0,15.0,1889.0,0.0,0.0,272.0,1147.0,114.0,296.0,176.0,297.0,788.0,453.0,269.0,0.0,1863.0,348.0,63.0,06,075,031100
06075031201,2012,"Census Tract 312.01, San Francisco County, California",6953.0,68531.0,629400.0,900.0,428.0,0.0,4242.0,1.0,0.0,227.0,1155.0,204.0,355.0,148.0,254.0,446.0,291.0,223.0,0.0,1008.0,193.0,71.0,06,075,031201
06075031202,2012,"Census Tract 312.02, San Francisco County, California",3282.0,75972.0,641700.0,320.0,491.0,5.0,1811.0,13.0,0.0,87.0,555.0,73.0,151.0,66.0,49.0,407.0,404.0,61.0,0.0,417.0,41.0,9.0,06,075,031202
06075031301,2012,"Census Tract 313.01, San Francisco County, California",4331.0,82530.0,639800.0,930.0,533.0,94.0,1861.0,0.0,0.0,203.0,710.0,89.0,131.0,39.0,150.0,448.0,241.0,18.0,0.0,786.0,93.0,49.0,06,075,031301
06075031302,2012,"Census Tract 313.02, San Francisco County, California",6005.0,69278.0,571700.0,912.0,992.0,0.0,2945.0,0.0,135.0,181.0,840.0,136.0,274.0,129.0,177.0,639.0,673.0,156.0,0.0,1221.0,197.0,0.0,06,075,031302
06075031400,2012,"Census Tract 314, San Francisco County, California",6729.0,57015.0,515600.0,555.0,903.0,7.0,2808.0,0.0,24.0,141.0,2298.0,353.0,411.0,33.0,222.0,691.0,490.0,118.0,0.0,862.0,156.0,28.0,06,075,031400
06075032601,2012,"Census Tract 326.01, San Francisco County, California",4543.0,71806.0,793200.0,1510.0,20.0,0.0,2614.0,0.0,69.0,218.0,112.0,98.0,183.0,137.0,253.0,376.0,498.0,133.0,0.0,1092.0,175.0,31.0,06,075,032601
06075032602,2012,"Census Tract 326.02, San Francisco County, California",4432.0,61293.0,739800.0,1643.0,18.0,4.0,2523.0,0.0,0.0,142.0,102.0,67.0,49.0,126.0,128.0,861.0,106.0,95.0,0.0,817.0,127.0,23.0,06,075,032602
06075032700,2012,"Census Tract 327, San Francisco County, California",7022.0,85482.0,812500.0,2564.0,0.0,0.0,3843.0,8.0,0.0,346.0,261.0,304.0,585.0,93.0,275.0,1232.0,398.0,102.0,0.0,1815.0,414.0,144.0,06,075,032700
06075032801,2012,"Census Tract 328.01, San Francisco County, California",4052.0,69271.0,677700.0,1190.0,20.0,0.0,2608.0,0.0,0.0,34.0,200.0,17.0,296.0,12.0,200.0,444.0,148.0,135.0,0.0,762.0,92.0,75.0,06,075,032801
06075032802,2012,"Census Tract 328.02, San Francisco County, California",3787.0,70278.0,718500.0,846.0,81.0,0.0,2565.0,0.0,0.0,155.0,140.0,95.0,105.0,71.0,162.0,535.0,239.0,95.0,0.0,780.0,112.0,17.0,06,075,032802
06075032901,2012,"Census Tract 329.01, San Francisco County, California",5606.0,73313.0,676700.0,1145.0,35.0,0.0,3640.0,0.0,0.0,194.0,592.0,20.0,286.0,37.0,219.0,760.0,327.0,194.0,0.0,1290.0,176.0,91.0,06,075,032901
06075032902,2012,"Census Tract 329.02, San Francisco County, California",3691.0,95435.0,664400.0,852.0,0.0,26.0,2529.0,0.0,0.0,172.0,129.0,105.0,164.0,0.0,133.0,271.0,52.0,178.0,0.0,862.0,143.0,10.0,06,075,032902
06075033000,2012,"Census Tract 330, San Francisco County, California",8307.0,101071.0,819000.0,3501.0,51.0,14.0,3863.0,0.0,0.0,186.0,706.0,103.0,382.0,148.0,510.0,831.0,689.0,300.0,0.0,2120.0,279.0,86.0,06,075,033000
06075033100,2012,"Census Tract 331, San Francisco County, California",4180.0,112125.0,908700.0,1380.0,0.0,0.0,2444.0,0.0,0.0,69.0,287.0,95.0,216.0,36.0,251.0,435.0,189.0,158.0,0.0,1168.0,76.0,78.0,06,075,033100
06075033201,2012,"Census Tract 332.01, San Francisco County, California",3725.0,29531.0,-666666666.0,1930.0,420.0,12.0,678.0,0.0,0.0,182.0,515.0,18.0,376.0,35.0,49.0,286.0,203.0,47.0,0.0,233.0,62.0,64.0,06,075,033201
06075033203,2012,"Census Tract 332.03, San Francisco County, California",3845.0,61818.0,-666666666.0,1615.0,100.0,0.0,1384.0,72.0,143.0,185.0,346.0,0.0,292.0,107.0,118.0,573.0,139.0,134.0,0.0,723.0,121.0,51.0,06,075,033203
06075033204,2012,"Census Tract 332.04, San Francisco County, California",3830.0,41813.0,-666666666.0,1293.0,384.0,115.0,1159.0,0.0,18.0,259.0,717.0,0.0,301.0,53.0,334.0,395.0,311.0,21.0,19.0,634.0,198.0,115.0,06,075,033204
06075035100,2012,"Census Tract 351, San Francisco County, California",8074.0,89401.0,688900.0,2331.0,48.0,0.0,4831.0,28.0,0.0,429.0,407.0,327.0,361.0,164.0,392.0,898.0,405.0,162.0,0.0,1899.0,233.0,83.0,06,075,035100
06075035201,2012,"Census Tract 352.01, San Francisco County, California",5021.0,64770.0,655300.0,1658.0,8.0,0.0,2754.0,124.0,0.0,162.0,315.0,126.0,267.0,152.0,204.0,550.0,291.0,129.0,0.0,1024.0,198.0,29.0,06,075,035201
06075035202,2012,"Census Tract 352.02, San Francisco County, California",4534.0,67529.0,659200.0,2017.0,29.0,19.0,1833.0,12.0,72.0,96.0,475.0,148.0,373.0,5.0,190.0,714.0,227.0,73.0,10.0,1190.0,232.0,79.0,06,075,035202
06075035300,2012,"Census Tract 353, San Francisco County, California",7890.0,74519.0,671100.0,1902.0,0.0,0.0,5222.0,0.0,0.0,241.0,525.0,276.0,175.0,239.0,434.0,930.0,317.0,247.0,0.0,1967.0,322.0,114.0,06,075,035300
06075035400,2012,"Census Tract 354, San Francisco County, California",6191.0,75300.0,672200.0,2536.0,86.0,0.0,3011.0,0.0,0.0,188.0,370.0,266.0,225.0,30.0,295.0,616.0,515.0,258.0,0.0,1188.0,123.0,29.0,06,075,035400
06075040100,2012,"Census Tract 401, San Francisco County, California",4234.0,60481.0,1000001.0,2163.0,295.0,86.0,1189.0,0.0,31.0,128.0,360.0,49.0,246.0,209.0,294.0,383.0,341.0,17.0,0.0,1342.0,458.0,7.0,06,075,040100
06075040200,2012,"Census Tract 402, San Francisco County, California",5564.0,85641.0,1000001.0,2375.0,106.0,0.0,2634.0,0.0,36.0,95.0,318.0,43.0,522.0,116.0,382.0,439.0,456.0,92.0,0.0,1434.0,367.0,172.0,06,075,040200
06075042601,2012,"Census Tract 426.01, San Francisco County, California",4047.0,63011.0,946900.0,1511.0,19.0,0.0,1747.0,13.0,14.0,281.0,462.0,71.0,196.0,141.0,218.0,595.0,90.0,107.0,10.0,1026.0,97.0,0.0,06,075,042601
06075042602,2012,"Census Tract 426.02, San Francisco County, California",3631.0,65750.0,1000001.0,1943.0,92.0,20.0,1092.0,185.0,7.0,82.0,210.0,32.0,304.0,93.0,44.0,352.0,159.0,111.0,12.0,1036.0,107.0,53.0,06,075,042602
06075042700,2012,"Census Tract 427, San Francisco County, California",5978.0,79762.0,869200.0,3005.0,81.0,18.0,1995.0,69.0,131.0,64.0,633.0,162.0,506.0,165.0,253.0,630.0,237.0,115.0,0.0,1538.0,259.0,56.0,06,075,042700
06075042800,2012,"Census Tract 428, San Francisco County, California",2204.0,149750.0,1000001.0,1481.0,12.0,0.0,349.0,0.0,0.0,140.0,222.0,21.0,14.0,11.0,134.0,249.0,24.0,9.0,0.0,501.0,24.0,32.0,06,075,042800
06075045100,2012,"Census Tract 451, San Francisco County, California",4820.0,72781.0,930300.0,1929.0,101.0,15.0,2122.0,18.0,21.0,144.0,485.0,136.0,349.0,73.0,377.0,787.0,408.0,63.0,0.0,1214.0,256.0,94.0,06,075,045100
06075045200,2012,"Census Tract 452, San Francisco County, California",6819.0,66367.0,911700.0,2978.0,18.0,31.0,2903.0,126.0,0.0,330.0,455.0,119.0,306.0,140.0,293.0,902.0,487.0,34.0,0.0,1674.0,418.0,155.0,06,075,045200
06075047600,2012,"Census Tract 476, San Francisco County, California",5508.0,68854.0,959000.0,2189.0,16.0,22.0,2730.0,0.0,0.0,307.0,266.0,64.0,187.0,111.0,303.0,591.0,511.0,58.0,0.0,1246.0,236.0,11.0,06,075,047600
06075047701,2012,"Census Tract 477.01, San Francisco County, California",4136.0,66136.0,822500.0,1312.0,77.0,10.0,2365.0,67.0,0.0,116.0,189.0,58.0,288.0,97.0,172.0,613.0,225.0,136.0,0.0,931.0,139.0,16.0,06,075,047701
06075047702,2012,"Census Tract 477.02, San Francisco County, California",4152.0,73424.0,827500.0,1691.0,56.0,7.0,2168.0,0.0,59.0,104.0,74.0,90.0,102.0,49.0,263.0,583.0,277.0,64.0,0.0,1074.0,162.0,139.0,06,075,047702
06075047801,2012,"Census Tract 478.01, San Francisco County, California",4250.0,68194.0,817800.0,1335.0,52.0,0.0,2380.0,5.0,30.0,180.0,268.0,98.0,245.0,65.0,136.0,594.0,207.0,171.0,0.0,790.0,39.0,128.0,06,075,047801
06075047802,2012,"Census Tract 478.02, San Francisco County, California",4140.0,66023.0,937700.0,1433.0,0.0,0.0,2349.0,0.0,9.0,157.0,192.0,109.0,337.0,0.0,226.0,738.0,240.0,150.0,0.0,1085.0,84.0,87.0,06,075,047802
06075047901,2012,"Census Tract 479.01, San Francisco County, California",6775.0,75085.0,813800.0,2800.0,96.0,47.0,2727.0,22.0,0.0,397.0,733.0,237.0,399.0,105.0,234.0,736.0,405.0,114.0,0.0,1806.0,376.0,44.0,06,075,047901
06075047902,2012,"Census Tract 479.02, San Francisco County, California",3813.0,80495.0,753100.0,1785.0,30.0,0.0,1490.0,0.0,98.0,135.0,275.0,56.0,98.0,60.0,114.0,705.0,322.0,133.0,0.0,1111.0,139.0,23.0,06,075,047902
06075060100,2012,"Census Tract 601, San Francisco County, California",2879.0,120438.0,-666666666.0,2179.0,47.0,31.0,298.0,0.0,8.0,110.0,206.0,91.0,185.0,87.0,349.0,291.0,194.0,26.0,0.0,1144.0,398.0,29.0,06,075,060100
06075060400,2012,"Census Tract 604, San Francisco County, California",2144.0,53590.0,647000.0,1177.0,86.0,0.0,363.0,0.0,44.0,96.0,378.0,77.0,105.0,38.0,72.0,190.0,110.0,156.0,0.0,629.0,64.0,28.0,06,075,060400
